"industry_raw","industry_code","industry_level","year","active_enterprises"
"433 : Building completion and finishing","433","group","2024",92610
"439 : Other specialised construction activities","439","group","2019",40580
"439 : Other specialised construction activities","439","group","2020",41280
"439 : Other specialised construction activities","439","group","2021",42355
"439 : Other specialised construction activities","439","group","2022",43470
"439 : Other specialised construction activities","439","group","2023",44735
"439 : Other specialised construction activities","439","group","2024",46440
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2019",84625
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2020",84160
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2021",87460
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2022",88520
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2023",88280
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2024",89225
"451 : Sale of motor vehicles","451","group","2019",22790
"451 : Sale of motor vehicles","451","group","2020",22755
"451 : Sale of motor vehicles","451","group","2021",23480
"451 : Sale of motor vehicles","451","group","2022",24365
"451 : Sale of motor vehicles","451","group","2023",24465
"451 : Sale of motor vehicles","451","group","2024",24540
"452 : Maintenance and repair of motor vehicles","452","group","2019",50090
"452 : Maintenance and repair of motor vehicles","452","group","2020",49525
"452 : Maintenance and repair of motor vehicles","452","group","2021",51735
"452 : Maintenance and repair of motor vehicles","452","group","2022",51740
"452 : Maintenance and repair of motor vehicles","452","group","2023",51565
"452 : Maintenance and repair of motor vehicles","452","group","2024",52515
"453 : Sale of motor vehicle parts and accessories","453","group","2019",9340
"453 : Sale of motor vehicle parts and accessories","453","group","2020",9495
"453 : Sale of motor vehicle parts and accessories","453","group","2021",9845
"453 : Sale of motor vehicle parts and accessories","453","group","2022",9955
"453 : Sale of motor vehicle parts and accessories","453","group","2023",9840
"453 : Sale of motor vehicle parts and accessories","453","group","2024",9820
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2019",2405
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2020",2385
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2021",2400
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2022",2460
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2023",2410
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2024",2350
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2019",112005
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2020",114570
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2021",118565
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2022",119145
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2023",114595
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2024",111660
"461 : Wholesale on a fee or contract basis","461","group","2019",16895
"461 : Wholesale on a fee or contract basis","461","group","2020",17295
"461 : Wholesale on a fee or contract basis","461","group","2021",17670
"461 : Wholesale on a fee or contract basis","461","group","2022",17965
"461 : Wholesale on a fee or contract basis","461","group","2023",17595
"461 : Wholesale on a fee or contract basis","461","group","2024",17545
"462 : Wholesale of agricultural raw materials and live animals","462","group","2019",2605
"462 : Wholesale of agricultural raw materials and live animals","462","group","2020",2575
"462 : Wholesale of agricultural raw materials and live animals","462","group","2021",2680
"462 : Wholesale of agricultural raw materials and live animals","462","group","2022",2720
"462 : Wholesale of agricultural raw materials and live animals","462","group","2023",2720
"462 : Wholesale of agricultural raw materials and live animals","462","group","2024",2705
"463 : Wholesale of food, beverages and tobacco","463","group","2019",17305
"463 : Wholesale of food, beverages and tobacco","463","group","2020",18065
"463 : Wholesale of food, beverages and tobacco","463","group","2021",19070
"463 : Wholesale of food, beverages and tobacco","463","group","2022",18790
"463 : Wholesale of food, beverages and tobacco","463","group","2023",17960
"463 : Wholesale of food, beverages and tobacco","463","group","2024",17880
"464 : Wholesale of household goods","464","group","2019",25335
"464 : Wholesale of household goods","464","group","2020",25730
"464 : Wholesale of household goods","464","group","2021",26535
"464 : Wholesale of household goods","464","group","2022",26210
"464 : Wholesale of household goods","464","group","2023",25285
"464 : Wholesale of household goods","464","group","2024",24640
"465 : Wholesale of information and communication equipment","465","group","2019",5340
"465 : Wholesale of information and communication equipment","465","group","2020",5255
"465 : Wholesale of information and communication equipment","465","group","2021",5300
"465 : Wholesale of information and communication equipment","465","group","2022",5360
"465 : Wholesale of information and communication equipment","465","group","2023",5315
"465 : Wholesale of information and communication equipment","465","group","2024",5345
"466 : Wholesale of other machinery, equipment and supplies","466","group","2019",13280
"466 : Wholesale of other machinery, equipment and supplies","466","group","2020",13035
"466 : Wholesale of other machinery, equipment and supplies","466","group","2021",13300
"466 : Wholesale of other machinery, equipment and supplies","466","group","2022",13060
"466 : Wholesale of other machinery, equipment and supplies","466","group","2023",12650
"466 : Wholesale of other machinery, equipment and supplies","466","group","2024",12435
"467 : Other specialised wholesale","467","group","2019",17950
"467 : Other specialised wholesale","467","group","2020",17750
"467 : Other specialised wholesale","467","group","2021",17730
"467 : Other specialised wholesale","467","group","2022",17895
"467 : Other specialised wholesale","467","group","2023",17575
"467 : Other specialised wholesale","467","group","2024",17185
"469 : Non-specialised wholesale trade","469","group","2019",13295
"469 : Non-specialised wholesale trade","469","group","2020",14865
"469 : Non-specialised wholesale trade","469","group","2021",16280
"469 : Non-specialised wholesale trade","469","group","2022",17145
"469 : Non-specialised wholesale trade","469","group","2023",15495
"469 : Non-specialised wholesale trade","469","group","2024",13925
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2019",236455
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2020",239195
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2021",251025
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2022",252455
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2023",244565
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2024",240665
"471 : Retail sale in non-specialised stores","471","group","2019",42285
"471 : Retail sale in non-specialised stores","471","group","2020",42420
"471 : Retail sale in non-specialised stores","471","group","2021",44320
"471 : Retail sale in non-specialised stores","471","group","2022",45180
"471 : Retail sale in non-specialised stores","471","group","2023",45690
"471 : Retail sale in non-specialised stores","471","group","2024",46620
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2019",26195
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2020",25845
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2021",26635
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2022",27305
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2023",26780
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2024",26365
"473 : Retail sale of automotive fuel in specialised stores","473","group","2019",2710
"473 : Retail sale of automotive fuel in specialised stores","473","group","2020",2570
"473 : Retail sale of automotive fuel in specialised stores","473","group","2021",2535
"473 : Retail sale of automotive fuel in specialised stores","473","group","2022",2445
"473 : Retail sale of automotive fuel in specialised stores","473","group","2023",2375
"473 : Retail sale of automotive fuel in specialised stores","473","group","2024",2290
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2019",3980
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2020",4135
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2021",4495
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2022",4920
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2023",4820
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2024",4790
"475 : Retail sale of other household equipment in specialised stores","475","group","2019",26505
"475 : Retail sale of other household equipment in specialised stores","475","group","2020",26055
"475 : Retail sale of other household equipment in specialised stores","475","group","2021",27530
"475 : Retail sale of other household equipment in specialised stores","475","group","2022",27460
"475 : Retail sale of other household equipment in specialised stores","475","group","2023",26335
"475 : Retail sale of other household equipment in specialised stores","475","group","2024",25370
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2019",11345
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2020",11440
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2021",12170
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2022",12390
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2023",11870
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2024",11640
"477 : Retail sale of other goods in specialised stores","477","group","2019",61080
"477 : Retail sale of other goods in specialised stores","477","group","2020",60630
"477 : Retail sale of other goods in specialised stores","477","group","2021",63220
"477 : Retail sale of other goods in specialised stores","477","group","2022",64080
"477 : Retail sale of other goods in specialised stores","477","group","2023",62670
"477 : Retail sale of other goods in specialised stores","477","group","2024",61835
"478 : Retail sale via stalls and markets","478","group","2019",2820
"478 : Retail sale via stalls and markets","478","group","2020",3105
"478 : Retail sale via stalls and markets","478","group","2021",3345
"478 : Retail sale via stalls and markets","478","group","2022",3605
"478 : Retail sale via stalls and markets","478","group","2023",3550
"478 : Retail sale via stalls and markets","478","group","2024",3580
"479 : Retail trade not in stores, stalls or markets","479","group","2019",59535
"479 : Retail trade not in stores, stalls or markets","479","group","2020",62995
"479 : Retail trade not in stores, stalls or markets","479","group","2021",66775
"479 : Retail trade not in stores, stalls or markets","479","group","2022",65070
"479 : Retail trade not in stores, stalls or markets","479","group","2023",60475
"479 : Retail trade not in stores, stalls or markets","479","group","2024",58175
"49 : Land transport and transport via pipelines","49","division","2019",84875
"49 : Land transport and transport via pipelines","49","division","2020",89265
"49 : Land transport and transport via pipelines","49","division","2021",95995
"49 : Land transport and transport via pipelines","49","division","2022",89430
"49 : Land transport and transport via pipelines","49","division","2023",81160
"49 : Land transport and transport via pipelines","49","division","2024",73625
"491 : Passenger rail transport, interurban","491","group","2019",60
"491 : Passenger rail transport, interurban","491","group","2020",55
"491 : Passenger rail transport, interurban","491","group","2021",55
"491 : Passenger rail transport, interurban","491","group","2022",55
"491 : Passenger rail transport, interurban","491","group","2023",55
"491 : Passenger rail transport, interurban","491","group","2024",50
"492 : Freight rail transport","492","group","2019",135
"492 : Freight rail transport","492","group","2020",140
"492 : Freight rail transport","492","group","2021",145
"492 : Freight rail transport","492","group","2022",170
"492 : Freight rail transport","492","group","2023",170
"492 : Freight rail transport","492","group","2024",160
"493 : Other passenger land transport","493","group","2019",14765
"493 : Other passenger land transport","493","group","2020",14665
"493 : Other passenger land transport","493","group","2021",14560
"493 : Other passenger land transport","493","group","2022",14630
"493 : Other passenger land transport","493","group","2023",14980
"493 : Other passenger land transport","493","group","2024",15740
"494 : Freight transport by road and removal services","494","group","2019",69900
"494 : Freight transport by road and removal services","494","group","2020",74390
"494 : Freight transport by road and removal services","494","group","2021",81225
"494 : Freight transport by road and removal services","494","group","2022",74565
"494 : Freight transport by road and removal services","494","group","2023",65945
"494 : Freight transport by road and removal services","494","group","2024",57665
"495 : Transport via pipeline","495","group","2019",15
"495 : Transport via pipeline","495","group","2020",15
"495 : Transport via pipeline","495","group","2021",10
"495 : Transport via pipeline","495","group","2022",10
"495 : Transport via pipeline","495","group","2023",10
"495 : Transport via pipeline","495","group","2024",10
"50 : Water transport","50","division","2019",1510
"50 : Water transport","50","division","2020",1495
"50 : Water transport","50","division","2021",1505
"50 : Water transport","50","division","2022",1495
"50 : Water transport","50","division","2023",1490
"50 : Water transport","50","division","2024",1540
"501 : Sea and coastal passenger water transport","501","group","2019",600
"501 : Sea and coastal passenger water transport","501","group","2020",585
"501 : Sea and coastal passenger water transport","501","group","2021",590
"501 : Sea and coastal passenger water transport","501","group","2022",555
"501 : Sea and coastal passenger water transport","501","group","2023",535
"501 : Sea and coastal passenger water transport","501","group","2024",550
"502 : Sea and coastal freight water transport","502","group","2019",645
"502 : Sea and coastal freight water transport","502","group","2020",655
"502 : Sea and coastal freight water transport","502","group","2021",645
"502 : Sea and coastal freight water transport","502","group","2022",670
"502 : Sea and coastal freight water transport","502","group","2023",685
"502 : Sea and coastal freight water transport","502","group","2024",710
"503 : Inland passenger water transport","503","group","2019",200
"503 : Inland passenger water transport","503","group","2020",195
"503 : Inland passenger water transport","503","group","2021",205
"503 : Inland passenger water transport","503","group","2022",210
"503 : Inland passenger water transport","503","group","2023",205
"503 : Inland passenger water transport","503","group","2024",210
"504 : Inland freight water transport","504","group","2019",65
"504 : Inland freight water transport","504","group","2020",60
"504 : Inland freight water transport","504","group","2021",65
"504 : Inland freight water transport","504","group","2022",60
"504 : Inland freight water transport","504","group","2023",65
"504 : Inland freight water transport","504","group","2024",70
"51 : Air transport","51","division","2019",830
"51 : Air transport","51","division","2020",875
"51 : Air transport","51","division","2021",1255
"51 : Air transport","51","division","2022",1150
"51 : Air transport","51","division","2023",1025
"51 : Air transport","51","division","2024",1005
"511 : Passenger air transport","511","group","2019",590
"511 : Passenger air transport","511","group","2020",570
"511 : Passenger air transport","511","group","2021",555
"511 : Passenger air transport","511","group","2022",545
"511 : Passenger air transport","511","group","2023",545
"511 : Passenger air transport","511","group","2024",525
"512 : Freight air transport and space transport","512","group","2019",240
"512 : Freight air transport and space transport","512","group","2020",305
"512 : Freight air transport and space transport","512","group","2021",700
"512 : Freight air transport and space transport","512","group","2022",605
"512 : Freight air transport and space transport","512","group","2023",480
"512 : Freight air transport and space transport","512","group","2024",480
"52 : Warehousing and support activities for transportation","52","division","2019",22485
"52 : Warehousing and support activities for transportation","52","division","2020",20655
"52 : Warehousing and support activities for transportation","52","division","2021",20530
"52 : Warehousing and support activities for transportation","52","division","2022",20790
"52 : Warehousing and support activities for transportation","52","division","2023",20420
"52 : Warehousing and support activities for transportation","52","division","2024",19905
"521 : Warehousing and storage","521","group","2019",8470
"521 : Warehousing and storage","521","group","2020",6635
"521 : Warehousing and storage","521","group","2021",5805
"521 : Warehousing and storage","521","group","2022",6030
"521 : Warehousing and storage","521","group","2023",6145
"521 : Warehousing and storage","521","group","2024",5840
"522 : Support activities for transportation","522","group","2019",14015
"522 : Support activities for transportation","522","group","2020",14020
"522 : Support activities for transportation","522","group","2021",14725
"522 : Support activities for transportation","522","group","2022",14760
"522 : Support activities for transportation","522","group","2023",14275
"522 : Support activities for transportation","522","group","2024",14065
"53 : Postal and courier activities","53","division","2019",33210
"53 : Postal and courier activities","53","division","2020",46745
"53 : Postal and courier activities","53","division","2021",59195
"53 : Postal and courier activities","53","division","2022",59505
"53 : Postal and courier activities","53","division","2023",46215
"53 : Postal and courier activities","53","division","2024",41975
"531 : Postal activities under universal service obligation","531","group","2019",2125
"531 : Postal activities under universal service obligation","531","group","2020",2120
"531 : Postal activities under universal service obligation","531","group","2021",2275
"531 : Postal activities under universal service obligation","531","group","2022",2225
"531 : Postal activities under universal service obligation","531","group","2023",2055
"531 : Postal activities under universal service obligation","531","group","2024",1995
"532 : Other postal and courier activities","532","group","2019",31085
"532 : Other postal and courier activities","532","group","2020",44625
"532 : Other postal and courier activities","532","group","2021",56920
"532 : Other postal and courier activities","532","group","2022",57280
"532 : Other postal and courier activities","532","group","2023",44160
"532 : Other postal and courier activities","532","group","2024",39980
"55 : Accommodation","55","division","2019",19820
"55 : Accommodation","55","division","2020",20135
"55 : Accommodation","55","division","2021",21055
"55 : Accommodation","55","division","2022",22105
"55 : Accommodation","55","division","2023",22755
"55 : Accommodation","55","division","2024",23100
"551 : Hotels and similar accommodation","551","group","2019",10705
"551 : Hotels and similar accommodation","551","group","2020",10630
"551 : Hotels and similar accommodation","551","group","2021",10650
"551 : Hotels and similar accommodation","551","group","2022",10755
"551 : Hotels and similar accommodation","551","group","2023",10665
"551 : Hotels and similar accommodation","551","group","2024",10600
"552 : Holiday and other short-stay accommodation","552","group","2019",5500
"552 : Holiday and other short-stay accommodation","552","group","2020",5715
"552 : Holiday and other short-stay accommodation","552","group","2021",6400
"552 : Holiday and other short-stay accommodation","552","group","2022",7160
"552 : Holiday and other short-stay accommodation","552","group","2023",7805
"552 : Holiday and other short-stay accommodation","552","group","2024",8155
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2019",2305
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2020",2375
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2021",2630
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2022",2720
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2023",2780
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2024",2820
"559 : Other accommodation","559","group","2019",1310
"559 : Other accommodation","559","group","2020",1415
"559 : Other accommodation","559","group","2021",1375
"559 : Other accommodation","559","group","2022",1470
"559 : Other accommodation","559","group","2023",1505
"559 : Other accommodation","559","group","2024",1525
"56 : Food and beverage service activities","56","division","2019",165200
"56 : Food and beverage service activities","56","division","2020",165240
"56 : Food and beverage service activities","56","division","2021",174900
"56 : Food and beverage service activities","56","division","2022",179185
"56 : Food and beverage service activities","56","division","2023",179805
"56 : Food and beverage service activities","56","division","2024",180125
"561 : Restaurants and mobile food service activities","561","group","2019",107035
"561 : Restaurants and mobile food service activities","561","group","2020",106345
"561 : Restaurants and mobile food service activities","561","group","2021",113360
"561 : Restaurants and mobile food service activities","561","group","2022",118580
"561 : Restaurants and mobile food service activities","561","group","2023",121070
"561 : Restaurants and mobile food service activities","561","group","2024",123420
"562 : Event catering and other food service activities","562","group","2019",15580
"562 : Event catering and other food service activities","562","group","2020",17815
"562 : Event catering and other food service activities","562","group","2021",21510
"562 : Event catering and other food service activities","562","group","2022",20185
"562 : Event catering and other food service activities","562","group","2023",18090
"562 : Event catering and other food service activities","562","group","2024",16290
"563 : Beverage serving activities","563","group","2019",42585
"563 : Beverage serving activities","563","group","2020",41080
"563 : Beverage serving activities","563","group","2021",40030
"563 : Beverage serving activities","563","group","2022",40420
"563 : Beverage serving activities","563","group","2023",40645
"563 : Beverage serving activities","563","group","2024",40415
"58 : Publishing activities","58","division","2019",13435
"58 : Publishing activities","58","division","2020",13455
"58 : Publishing activities","58","division","2021",13550
"58 : Publishing activities","58","division","2022",13885
"58 : Publishing activities","58","division","2023",13855
"58 : Publishing activities","58","division","2024",13890
"581 : Publishing of books, periodicals and other publishing activities","581","group","2019",10260
"581 : Publishing of books, periodicals and other publishing activities","581","group","2020",10090
"581 : Publishing of books, periodicals and other publishing activities","581","group","2021",9995
"581 : Publishing of books, periodicals and other publishing activities","581","group","2022",10040
"581 : Publishing of books, periodicals and other publishing activities","581","group","2023",9745
"581 : Publishing of books, periodicals and other publishing activities","581","group","2024",9545
"582 : Software publishing","582","group","2019",3175
"582 : Software publishing","582","group","2020",3365
"582 : Software publishing","582","group","2021",3555
"582 : Software publishing","582","group","2022",3845
"582 : Software publishing","582","group","2023",4110
"582 : Software publishing","582","group","2024",4345
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2019",31260
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2020",32050
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2021",33400
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2022",35005
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2023",36220
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2024",37455
"591 : Motion picture, video and television programme activities","591","group","2019",27150
"591 : Motion picture, video and television programme activities","591","group","2020",27600
"591 : Motion picture, video and television programme activities","591","group","2021",28755
"591 : Motion picture, video and television programme activities","591","group","2022",29990
"591 : Motion picture, video and television programme activities","591","group","2023",31080
"591 : Motion picture, video and television programme activities","591","group","2024",32095
"592 : Sound recording and music publishing activities","592","group","2019",4110
"592 : Sound recording and music publishing activities","592","group","2020",4450
"592 : Sound recording and music publishing activities","592","group","2021",4645
"592 : Sound recording and music publishing activities","592","group","2022",5015
"592 : Sound recording and music publishing activities","592","group","2023",5140
"592 : Sound recording and music publishing activities","592","group","2024",5360
"60 : Programming and broadcasting activities","60","division","2019",2135
"60 : Programming and broadcasting activities","60","division","2020",2180
"60 : Programming and broadcasting activities","60","division","2021",2270
"60 : Programming and broadcasting activities","60","division","2022",2295
"60 : Programming and broadcasting activities","60","division","2023",2295
"60 : Programming and broadcasting activities","60","division","2024",2335
"601 : Radio broadcasting","601","group","2019",860
"601 : Radio broadcasting","601","group","2020",860
"601 : Radio broadcasting","601","group","2021",900
"601 : Radio broadcasting","601","group","2022",875
"601 : Radio broadcasting","601","group","2023",850
"601 : Radio broadcasting","601","group","2024",840
"602 : Television programming and broadcasting activities","602","group","2019",1275
"602 : Television programming and broadcasting activities","602","group","2020",1320
"602 : Television programming and broadcasting activities","602","group","2021",1370
"602 : Television programming and broadcasting activities","602","group","2022",1420
"602 : Television programming and broadcasting activities","602","group","2023",1445
"602 : Television programming and broadcasting activities","602","group","2024",1495
"61 : Telecommunications","61","division","2019",9555
"61 : Telecommunications","61","division","2020",9445
"61 : Telecommunications","61","division","2021",9360
"61 : Telecommunications","61","division","2022",9050
"61 : Telecommunications","61","division","2023",8825
"61 : Telecommunications","61","division","2024",8770
"611 : Wired telecommunications activities","611","group","2019",2015
"611 : Wired telecommunications activities","611","group","2020",1970
"611 : Wired telecommunications activities","611","group","2021",1895
"611 : Wired telecommunications activities","611","group","2022",1950
"611 : Wired telecommunications activities","611","group","2023",1985
"611 : Wired telecommunications activities","611","group","2024",1990
"612 : Wireless telecommunications activities","612","group","2019",1795
"612 : Wireless telecommunications activities","612","group","2020",1760
"612 : Wireless telecommunications activities","612","group","2021",1705
"612 : Wireless telecommunications activities","612","group","2022",1620
"612 : Wireless telecommunications activities","612","group","2023",1550
"612 : Wireless telecommunications activities","612","group","2024",1510
"613 : Satellite telecommunications activities","613","group","2019",180
"613 : Satellite telecommunications activities","613","group","2020",185
"613 : Satellite telecommunications activities","613","group","2021",190
"613 : Satellite telecommunications activities","613","group","2022",195
"613 : Satellite telecommunications activities","613","group","2023",190
"613 : Satellite telecommunications activities","613","group","2024",200
"619 : Other telecommunications activities","619","group","2019",5565
"619 : Other telecommunications activities","619","group","2020",5530
"619 : Other telecommunications activities","619","group","2021",5570
"619 : Other telecommunications activities","619","group","2022",5285
"619 : Other telecommunications activities","619","group","2023",5100
"619 : Other telecommunications activities","619","group","2024",5070
"62 : Computer programming, consultancy and related activities","62","division","2019",187790
"62 : Computer programming, consultancy and related activities","62","division","2020",181680
"62 : Computer programming, consultancy and related activities","62","division","2021",167640
"62 : Computer programming, consultancy and related activities","62","division","2022",150370
"62 : Computer programming, consultancy and related activities","62","division","2023",140700
"62 : Computer programming, consultancy and related activities","62","division","2024",138880
"620 : Computer programming, consultancy and related activities","620","group","2019",187790
"620 : Computer programming, consultancy and related activities","620","group","2020",181680
"620 : Computer programming, consultancy and related activities","620","group","2021",167640
"620 : Computer programming, consultancy and related activities","620","group","2022",150370
"620 : Computer programming, consultancy and related activities","620","group","2023",140700
"620 : Computer programming, consultancy and related activities","620","group","2024",138880
"63 : Information service activities","63","division","2019",10600
"63 : Information service activities","63","division","2020",10890
"63 : Information service activities","63","division","2021",10780
"63 : Information service activities","63","division","2022",10470
"63 : Information service activities","63","division","2023",9735
"63 : Information service activities","63","division","2024",9410
"631 : Data processing, hosting and related activities; web portals","631","group","2019",5265
"631 : Data processing, hosting and related activities; web portals","631","group","2020",5360
"631 : Data processing, hosting and related activities; web portals","631","group","2021",5460
"631 : Data processing, hosting and related activities; web portals","631","group","2022",5440
"631 : Data processing, hosting and related activities; web portals","631","group","2023",5345
"631 : Data processing, hosting and related activities; web portals","631","group","2024",5420
"639 : Other information service activities","639","group","2019",5335
"639 : Other information service activities","639","group","2020",5530
"639 : Other information service activities","639","group","2021",5320
"639 : Other information service activities","639","group","2022",5030
"639 : Other information service activities","639","group","2023",4390
"639 : Other information service activities","639","group","2024",3990
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2019",10915
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2020",11305
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2021",11030
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2022",11510
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2023",11530
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2024",11670
"641 : Monetary intermediation","641","group","2019",660
"641 : Monetary intermediation","641","group","2020",625
"641 : Monetary intermediation","641","group","2021",635
"641 : Monetary intermediation","641","group","2022",600
"641 : Monetary intermediation","641","group","2023",580
"641 : Monetary intermediation","641","group","2024",580
"643 : Trusts, funds and similar financial entities","643","group","2019",1360
"643 : Trusts, funds and similar financial entities","643","group","2020",1375
"643 : Trusts, funds and similar financial entities","643","group","2021",1390
"643 : Trusts, funds and similar financial entities","643","group","2022",1425
"643 : Trusts, funds and similar financial entities","643","group","2023",1470
"643 : Trusts, funds and similar financial entities","643","group","2024",1480
"649 : Other financial service activities, except insurance and pension funding","649","group","2019",8895
"649 : Other financial service activities, except insurance and pension funding","649","group","2020",9305
"649 : Other financial service activities, except insurance and pension funding","649","group","2021",9005
"649 : Other financial service activities, except insurance and pension funding","649","group","2022",9485
"649 : Other financial service activities, except insurance and pension funding","649","group","2023",9480
"649 : Other financial service activities, except insurance and pension funding","649","group","2024",9610
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2019",1315
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2020",1325
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2021",1280
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2022",1250
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2023",1170
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2024",1150
"651 : Insurance","651","group","2019",1160
"651 : Insurance","651","group","2020",1175
"651 : Insurance","651","group","2021",1130
"651 : Insurance","651","group","2022",1125
"651 : Insurance","651","group","2023",1055
"651 : Insurance","651","group","2024",1030
"652 : Reinsurance","652","group","2019",20
"652 : Reinsurance","652","group","2020",20
"652 : Reinsurance","652","group","2021",25
"652 : Reinsurance","652","group","2022",20
"652 : Reinsurance","652","group","2023",15
"652 : Reinsurance","652","group","2024",25
"653 : Pension funding","653","group","2019",135
"653 : Pension funding","653","group","2020",130
"653 : Pension funding","653","group","2021",125
"653 : Pension funding","653","group","2022",105
"653 : Pension funding","653","group","2023",100
"653 : Pension funding","653","group","2024",95
"66 : Activities auxiliary to financial services and insurance activities","66","division","2019",29575
"66 : Activities auxiliary to financial services and insurance activities","66","division","2020",29165
"66 : Activities auxiliary to financial services and insurance activities","66","division","2021",28915
"66 : Activities auxiliary to financial services and insurance activities","66","division","2022",27230
"66 : Activities auxiliary to financial services and insurance activities","66","division","2023",26185
"66 : Activities auxiliary to financial services and insurance activities","66","division","2024",25680
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2019",19390
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2020",19070
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2021",19090
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2022",17740
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2023",16955
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2024",16480
"662 : Activities auxiliary to insurance and pension funding","662","group","2019",7880
"662 : Activities auxiliary to insurance and pension funding","662","group","2020",7725
"662 : Activities auxiliary to insurance and pension funding","662","group","2021",7350
"662 : Activities auxiliary to insurance and pension funding","662","group","2022",7030
"662 : Activities auxiliary to insurance and pension funding","662","group","2023",6775
"662 : Activities auxiliary to insurance and pension funding","662","group","2024",6680
"663 : Fund management activities","663","group","2019",2305
"663 : Fund management activities","663","group","2020",2370
"663 : Fund management activities","663","group","2021",2475
"663 : Fund management activities","663","group","2022",2460
"663 : Fund management activities","663","group","2023",2455
"663 : Fund management activities","663","group","2024",2520
"68 : Real estate activities","68","division","2019",110570
