"industry_raw","industry_code","industry_level","year","high_growth_enterprises"
"451 : Sale of motor vehicles","451","group","2019",75
"451 : Sale of motor vehicles","451","group","2020",70
"451 : Sale of motor vehicles","451","group","2021",60
"451 : Sale of motor vehicles","451","group","2022",45
"451 : Sale of motor vehicles","451","group","2023",50
"451 : Sale of motor vehicles","451","group","2024",60
"452 : Maintenance and repair of motor vehicles","452","group","2019",75
"452 : Maintenance and repair of motor vehicles","452","group","2020",70
"452 : Maintenance and repair of motor vehicles","452","group","2021",65
"452 : Maintenance and repair of motor vehicles","452","group","2022",65
"452 : Maintenance and repair of motor vehicles","452","group","2023",80
"452 : Maintenance and repair of motor vehicles","452","group","2024",80
"453 : Sale of motor vehicle parts and accessories","453","group","2019",35
"453 : Sale of motor vehicle parts and accessories","453","group","2020",40
"453 : Sale of motor vehicle parts and accessories","453","group","2021",30
"453 : Sale of motor vehicle parts and accessories","453","group","2022",35
"453 : Sale of motor vehicle parts and accessories","453","group","2023",35
"453 : Sale of motor vehicle parts and accessories","453","group","2024",35
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2019",10
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2020",5
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2021",5
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2022",5
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2023",0
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2024",5
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2019",825
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2020",730
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2021",605
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2022",625
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2023",705
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2024",730
"461 : Wholesale on a fee or contract basis","461","group","2019",60
"461 : Wholesale on a fee or contract basis","461","group","2020",45
"461 : Wholesale on a fee or contract basis","461","group","2021",50
"461 : Wholesale on a fee or contract basis","461","group","2022",55
"461 : Wholesale on a fee or contract basis","461","group","2023",55
"461 : Wholesale on a fee or contract basis","461","group","2024",60
"462 : Wholesale of agricultural raw materials and live animals","462","group","2019",15
"462 : Wholesale of agricultural raw materials and live animals","462","group","2020",15
"462 : Wholesale of agricultural raw materials and live animals","462","group","2021",10
"462 : Wholesale of agricultural raw materials and live animals","462","group","2022",15
"462 : Wholesale of agricultural raw materials and live animals","462","group","2023",15
"462 : Wholesale of agricultural raw materials and live animals","462","group","2024",15
"463 : Wholesale of food, beverages and tobacco","463","group","2019",155
"463 : Wholesale of food, beverages and tobacco","463","group","2020",140
"463 : Wholesale of food, beverages and tobacco","463","group","2021",120
"463 : Wholesale of food, beverages and tobacco","463","group","2022",125
"463 : Wholesale of food, beverages and tobacco","463","group","2023",140
"463 : Wholesale of food, beverages and tobacco","463","group","2024",145
"464 : Wholesale of household goods","464","group","2019",210
"464 : Wholesale of household goods","464","group","2020",210
"464 : Wholesale of household goods","464","group","2021",150
"464 : Wholesale of household goods","464","group","2022",135
"464 : Wholesale of household goods","464","group","2023",160
"464 : Wholesale of household goods","464","group","2024",165
"465 : Wholesale of information and communication equipment","465","group","2019",50
"465 : Wholesale of information and communication equipment","465","group","2020",35
"465 : Wholesale of information and communication equipment","465","group","2021",45
"465 : Wholesale of information and communication equipment","465","group","2022",40
"465 : Wholesale of information and communication equipment","465","group","2023",45
"465 : Wholesale of information and communication equipment","465","group","2024",55
"466 : Wholesale of other machinery, equipment and supplies","466","group","2019",120
"466 : Wholesale of other machinery, equipment and supplies","466","group","2020",100
"466 : Wholesale of other machinery, equipment and supplies","466","group","2021",65
"466 : Wholesale of other machinery, equipment and supplies","466","group","2022",65
"466 : Wholesale of other machinery, equipment and supplies","466","group","2023",85
"466 : Wholesale of other machinery, equipment and supplies","466","group","2024",95
"467 : Other specialised wholesale","467","group","2019",145
"467 : Other specialised wholesale","467","group","2020",130
"467 : Other specialised wholesale","467","group","2021",110
"467 : Other specialised wholesale","467","group","2022",140
"467 : Other specialised wholesale","467","group","2023",150
"467 : Other specialised wholesale","467","group","2024",140
"469 : Non-specialised wholesale trade","469","group","2019",70
"469 : Non-specialised wholesale trade","469","group","2020",55
"469 : Non-specialised wholesale trade","469","group","2021",55
"469 : Non-specialised wholesale trade","469","group","2022",50
"469 : Non-specialised wholesale trade","469","group","2023",55
"469 : Non-specialised wholesale trade","469","group","2024",55
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2019",730
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2020",700
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2021",640
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2022",685
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2023",775
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2024",800
"471 : Retail sale in non-specialised stores","471","group","2019",85
"471 : Retail sale in non-specialised stores","471","group","2020",80
"471 : Retail sale in non-specialised stores","471","group","2021",75
"471 : Retail sale in non-specialised stores","471","group","2022",90
"471 : Retail sale in non-specialised stores","471","group","2023",110
"471 : Retail sale in non-specialised stores","471","group","2024",115
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2019",95
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2020",90
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2021",70
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2022",85
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2023",90
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2024",110
"473 : Retail sale of automotive fuel in specialised stores","473","group","2019",30
"473 : Retail sale of automotive fuel in specialised stores","473","group","2020",30
"473 : Retail sale of automotive fuel in specialised stores","473","group","2021",30
"473 : Retail sale of automotive fuel in specialised stores","473","group","2022",25
"473 : Retail sale of automotive fuel in specialised stores","473","group","2023",25
"473 : Retail sale of automotive fuel in specialised stores","473","group","2024",30
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2019",5
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2020",10
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2021",5
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2022",10
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2023",15
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2024",10
"475 : Retail sale of other household equipment in specialised stores","475","group","2019",70
"475 : Retail sale of other household equipment in specialised stores","475","group","2020",65
"475 : Retail sale of other household equipment in specialised stores","475","group","2021",65
"475 : Retail sale of other household equipment in specialised stores","475","group","2022",65
"475 : Retail sale of other household equipment in specialised stores","475","group","2023",70
"475 : Retail sale of other household equipment in specialised stores","475","group","2024",45
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2019",30
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2020",35
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2021",30
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2022",30
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2023",30
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2024",35
"477 : Retail sale of other goods in specialised stores","477","group","2019",290
"477 : Retail sale of other goods in specialised stores","477","group","2020",265
"477 : Retail sale of other goods in specialised stores","477","group","2021",225
"477 : Retail sale of other goods in specialised stores","477","group","2022",240
"477 : Retail sale of other goods in specialised stores","477","group","2023",280
"477 : Retail sale of other goods in specialised stores","477","group","2024",320
"478 : Retail sale via stalls and markets","478","group","2019",5
"478 : Retail sale via stalls and markets","478","group","2020",5
"478 : Retail sale via stalls and markets","478","group","2021",0
"478 : Retail sale via stalls and markets","478","group","2022",0
"478 : Retail sale via stalls and markets","478","group","2023",0
"478 : Retail sale via stalls and markets","478","group","2024",5
"479 : Retail trade not in stores, stalls or markets","479","group","2019",120
"479 : Retail trade not in stores, stalls or markets","479","group","2020",120
"479 : Retail trade not in stores, stalls or markets","479","group","2021",140
"479 : Retail trade not in stores, stalls or markets","479","group","2022",140
"479 : Retail trade not in stores, stalls or markets","479","group","2023",155
"479 : Retail trade not in stores, stalls or markets","479","group","2024",130
"49 : Land transport and transport via pipelines","49","division","2019",255
"49 : Land transport and transport via pipelines","49","division","2020",240
"49 : Land transport and transport via pipelines","49","division","2021",185
"49 : Land transport and transport via pipelines","49","division","2022",195
"49 : Land transport and transport via pipelines","49","division","2023",235
"49 : Land transport and transport via pipelines","49","division","2024",235
"491 : Passenger rail transport, interurban","491","group","2019",0
"491 : Passenger rail transport, interurban","491","group","2020",0
"491 : Passenger rail transport, interurban","491","group","2021",0
"491 : Passenger rail transport, interurban","491","group","2022",0
"491 : Passenger rail transport, interurban","491","group","2023",0
"491 : Passenger rail transport, interurban","491","group","2024",0
"492 : Freight rail transport","492","group","2019",0
"492 : Freight rail transport","492","group","2020",0
"492 : Freight rail transport","492","group","2021",0
"492 : Freight rail transport","492","group","2022",0
"492 : Freight rail transport","492","group","2023",0
"492 : Freight rail transport","492","group","2024",0
"493 : Other passenger land transport","493","group","2019",85
"493 : Other passenger land transport","493","group","2020",85
"493 : Other passenger land transport","493","group","2021",55
"493 : Other passenger land transport","493","group","2022",65
"493 : Other passenger land transport","493","group","2023",70
"493 : Other passenger land transport","493","group","2024",100
"494 : Freight transport by road and removal services","494","group","2019",170
"494 : Freight transport by road and removal services","494","group","2020",155
"494 : Freight transport by road and removal services","494","group","2021",130
"494 : Freight transport by road and removal services","494","group","2022",130
"494 : Freight transport by road and removal services","494","group","2023",165
"494 : Freight transport by road and removal services","494","group","2024",135
"495 : Transport via pipeline","495","group","2019",0
"495 : Transport via pipeline","495","group","2020",0
"495 : Transport via pipeline","495","group","2021",0
"495 : Transport via pipeline","495","group","2022",0
"495 : Transport via pipeline","495","group","2023",0
"495 : Transport via pipeline","495","group","2024",0
"50 : Water transport","50","division","2019",5
"50 : Water transport","50","division","2020",5
"50 : Water transport","50","division","2021",5
"50 : Water transport","50","division","2022",5
"50 : Water transport","50","division","2023",10
"50 : Water transport","50","division","2024",5
"501 : Sea and coastal passenger water transport","501","group","2019",0
"501 : Sea and coastal passenger water transport","501","group","2020",0
"501 : Sea and coastal passenger water transport","501","group","2021",5
"501 : Sea and coastal passenger water transport","501","group","2022",5
"501 : Sea and coastal passenger water transport","501","group","2023",5
"501 : Sea and coastal passenger water transport","501","group","2024",0
"502 : Sea and coastal freight water transport","502","group","2019",5
"502 : Sea and coastal freight water transport","502","group","2020",5
"502 : Sea and coastal freight water transport","502","group","2021",0
"502 : Sea and coastal freight water transport","502","group","2022",0
"502 : Sea and coastal freight water transport","502","group","2023",5
"502 : Sea and coastal freight water transport","502","group","2024",5
"503 : Inland passenger water transport","503","group","2019",0
"503 : Inland passenger water transport","503","group","2020",0
"503 : Inland passenger water transport","503","group","2021",0
"503 : Inland passenger water transport","503","group","2022",0
"503 : Inland passenger water transport","503","group","2023",0
"503 : Inland passenger water transport","503","group","2024",0
"504 : Inland freight water transport","504","group","2019",0
"504 : Inland freight water transport","504","group","2020",0
"504 : Inland freight water transport","504","group","2021",0
"504 : Inland freight water transport","504","group","2022",0
"504 : Inland freight water transport","504","group","2023",0
"504 : Inland freight water transport","504","group","2024",0
"51 : Air transport","51","division","2019",10
"51 : Air transport","51","division","2020",5
"51 : Air transport","51","division","2021",5
"51 : Air transport","51","division","2022",0
"51 : Air transport","51","division","2023",5
"51 : Air transport","51","division","2024",10
"511 : Passenger air transport","511","group","2019",10
"511 : Passenger air transport","511","group","2020",5
"511 : Passenger air transport","511","group","2021",5
"511 : Passenger air transport","511","group","2022",0
"511 : Passenger air transport","511","group","2023",5
"511 : Passenger air transport","511","group","2024",10
"512 : Freight air transport and space transport","512","group","2019",0
"512 : Freight air transport and space transport","512","group","2020",0
"512 : Freight air transport and space transport","512","group","2021",0
"512 : Freight air transport and space transport","512","group","2022",0
"512 : Freight air transport and space transport","512","group","2023",0
"512 : Freight air transport and space transport","512","group","2024",0
"52 : Warehousing and support activities for transportation","52","division","2019",140
"52 : Warehousing and support activities for transportation","52","division","2020",125
"52 : Warehousing and support activities for transportation","52","division","2021",130
"52 : Warehousing and support activities for transportation","52","division","2022",140
"52 : Warehousing and support activities for transportation","52","division","2023",175
"52 : Warehousing and support activities for transportation","52","division","2024",170
"521 : Warehousing and storage","521","group","2019",50
"521 : Warehousing and storage","521","group","2020",45
"521 : Warehousing and storage","521","group","2021",55
"521 : Warehousing and storage","521","group","2022",50
"521 : Warehousing and storage","521","group","2023",65
"521 : Warehousing and storage","521","group","2024",55
"522 : Support activities for transportation","522","group","2019",90
"522 : Support activities for transportation","522","group","2020",80
"522 : Support activities for transportation","522","group","2021",75
"522 : Support activities for transportation","522","group","2022",90
"522 : Support activities for transportation","522","group","2023",110
"522 : Support activities for transportation","522","group","2024",115
"53 : Postal and courier activities","53","division","2019",40
"53 : Postal and courier activities","53","division","2020",35
"53 : Postal and courier activities","53","division","2021",50
"53 : Postal and courier activities","53","division","2022",55
"53 : Postal and courier activities","53","division","2023",40
"53 : Postal and courier activities","53","division","2024",40
"531 : Postal activities under universal service obligation","531","group","2019",5
"531 : Postal activities under universal service obligation","531","group","2020",0
"531 : Postal activities under universal service obligation","531","group","2021",0
"531 : Postal activities under universal service obligation","531","group","2022",5
"531 : Postal activities under universal service obligation","531","group","2023",5
"531 : Postal activities under universal service obligation","531","group","2024",5
"532 : Other postal and courier activities","532","group","2019",35
"532 : Other postal and courier activities","532","group","2020",35
"532 : Other postal and courier activities","532","group","2021",50
"532 : Other postal and courier activities","532","group","2022",50
"532 : Other postal and courier activities","532","group","2023",35
"532 : Other postal and courier activities","532","group","2024",35
"55 : Accommodation","55","division","2019",210
"55 : Accommodation","55","division","2020",170
"55 : Accommodation","55","division","2021",140
"55 : Accommodation","55","division","2022",175
"55 : Accommodation","55","division","2023",280
"55 : Accommodation","55","division","2024",375
"551 : Hotels and similar accommodation","551","group","2019",170
"551 : Hotels and similar accommodation","551","group","2020",135
"551 : Hotels and similar accommodation","551","group","2021",105
"551 : Hotels and similar accommodation","551","group","2022",135
"551 : Hotels and similar accommodation","551","group","2023",210
"551 : Hotels and similar accommodation","551","group","2024",305
"552 : Holiday and other short-stay accommodation","552","group","2019",20
"552 : Holiday and other short-stay accommodation","552","group","2020",20
"552 : Holiday and other short-stay accommodation","552","group","2021",15
"552 : Holiday and other short-stay accommodation","552","group","2022",20
"552 : Holiday and other short-stay accommodation","552","group","2023",35
"552 : Holiday and other short-stay accommodation","552","group","2024",35
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2019",15
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2020",10
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2021",10
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2022",15
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2023",25
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2024",25
"559 : Other accommodation","559","group","2019",5
"559 : Other accommodation","559","group","2020",5
"559 : Other accommodation","559","group","2021",10
"559 : Other accommodation","559","group","2022",5
"559 : Other accommodation","559","group","2023",10
"559 : Other accommodation","559","group","2024",10
"56 : Food and beverage service activities","56","division","2019",1070
"56 : Food and beverage service activities","56","division","2020",960
"56 : Food and beverage service activities","56","division","2021",900
"56 : Food and beverage service activities","56","division","2022",1160
"56 : Food and beverage service activities","56","division","2023",1510
"56 : Food and beverage service activities","56","division","2024",1555
"561 : Restaurants and mobile food service activities","561","group","2019",620
"561 : Restaurants and mobile food service activities","561","group","2020",585
"561 : Restaurants and mobile food service activities","561","group","2021",570
"561 : Restaurants and mobile food service activities","561","group","2022",690
"561 : Restaurants and mobile food service activities","561","group","2023",910
"561 : Restaurants and mobile food service activities","561","group","2024",965
"562 : Event catering and other food service activities","562","group","2019",120
"562 : Event catering and other food service activities","562","group","2020",100
"562 : Event catering and other food service activities","562","group","2021",60
"562 : Event catering and other food service activities","562","group","2022",100
"562 : Event catering and other food service activities","562","group","2023",135
"562 : Event catering and other food service activities","562","group","2024",160
"563 : Beverage serving activities","563","group","2019",330
"563 : Beverage serving activities","563","group","2020",275
"563 : Beverage serving activities","563","group","2021",270
"563 : Beverage serving activities","563","group","2022",370
"563 : Beverage serving activities","563","group","2023",465
"563 : Beverage serving activities","563","group","2024",430
"58 : Publishing activities","58","division","2019",75
"58 : Publishing activities","58","division","2020",90
"58 : Publishing activities","58","division","2021",90
"58 : Publishing activities","58","division","2022",85
"58 : Publishing activities","58","division","2023",105
"58 : Publishing activities","58","division","2024",85
"581 : Publishing of books, periodicals and other publishing activities","581","group","2019",45
"581 : Publishing of books, periodicals and other publishing activities","581","group","2020",50
"581 : Publishing of books, periodicals and other publishing activities","581","group","2021",40
"581 : Publishing of books, periodicals and other publishing activities","581","group","2022",30
"581 : Publishing of books, periodicals and other publishing activities","581","group","2023",45
"581 : Publishing of books, periodicals and other publishing activities","581","group","2024",35
"582 : Software publishing","582","group","2019",30
"582 : Software publishing","582","group","2020",40
"582 : Software publishing","582","group","2021",50
"582 : Software publishing","582","group","2022",55
"582 : Software publishing","582","group","2023",60
"582 : Software publishing","582","group","2024",50
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2019",75
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2020",65
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2021",70
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2022",75
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2023",95
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2024",85
"591 : Motion picture, video and television programme activities","591","group","2019",70
"591 : Motion picture, video and television programme activities","591","group","2020",55
"591 : Motion picture, video and television programme activities","591","group","2021",60
"591 : Motion picture, video and television programme activities","591","group","2022",65
"591 : Motion picture, video and television programme activities","591","group","2023",85
"591 : Motion picture, video and television programme activities","591","group","2024",80
"592 : Sound recording and music publishing activities","592","group","2019",5
"592 : Sound recording and music publishing activities","592","group","2020",10
"592 : Sound recording and music publishing activities","592","group","2021",10
"592 : Sound recording and music publishing activities","592","group","2022",10
"592 : Sound recording and music publishing activities","592","group","2023",10
"592 : Sound recording and music publishing activities","592","group","2024",5
"60 : Programming and broadcasting activities","60","division","2019",15
"60 : Programming and broadcasting activities","60","division","2020",5
"60 : Programming and broadcasting activities","60","division","2021",5
"60 : Programming and broadcasting activities","60","division","2022",5
"60 : Programming and broadcasting activities","60","division","2023",5
"60 : Programming and broadcasting activities","60","division","2024",10
"601 : Radio broadcasting","601","group","2019",5
"601 : Radio broadcasting","601","group","2020",0
"601 : Radio broadcasting","601","group","2021",0
"601 : Radio broadcasting","601","group","2022",0
"601 : Radio broadcasting","601","group","2023",0
"601 : Radio broadcasting","601","group","2024",0
"602 : Television programming and broadcasting activities","602","group","2019",10
"602 : Television programming and broadcasting activities","602","group","2020",5
"602 : Television programming and broadcasting activities","602","group","2021",5
"602 : Television programming and broadcasting activities","602","group","2022",5
"602 : Television programming and broadcasting activities","602","group","2023",5
"602 : Television programming and broadcasting activities","602","group","2024",10
"61 : Telecommunications","61","division","2019",95
"61 : Telecommunications","61","division","2020",105
"61 : Telecommunications","61","division","2021",85
"61 : Telecommunications","61","division","2022",90
"61 : Telecommunications","61","division","2023",105
"61 : Telecommunications","61","division","2024",115
"611 : Wired telecommunications activities","611","group","2019",15
"611 : Wired telecommunications activities","611","group","2020",15
"611 : Wired telecommunications activities","611","group","2021",10
"611 : Wired telecommunications activities","611","group","2022",15
"611 : Wired telecommunications activities","611","group","2023",20
"611 : Wired telecommunications activities","611","group","2024",30
"612 : Wireless telecommunications activities","612","group","2019",15
"612 : Wireless telecommunications activities","612","group","2020",15
"612 : Wireless telecommunications activities","612","group","2021",15
"612 : Wireless telecommunications activities","612","group","2022",25
"612 : Wireless telecommunications activities","612","group","2023",20
"612 : Wireless telecommunications activities","612","group","2024",15
"613 : Satellite telecommunications activities","613","group","2019",5
"613 : Satellite telecommunications activities","613","group","2020",10
"613 : Satellite telecommunications activities","613","group","2021",5
"613 : Satellite telecommunications activities","613","group","2022",0
"613 : Satellite telecommunications activities","613","group","2023",0
"613 : Satellite telecommunications activities","613","group","2024",5
"619 : Other telecommunications activities","619","group","2019",60
"619 : Other telecommunications activities","619","group","2020",65
"619 : Other telecommunications activities","619","group","2021",55
"619 : Other telecommunications activities","619","group","2022",50
"619 : Other telecommunications activities","619","group","2023",65
"619 : Other telecommunications activities","619","group","2024",65
"62 : Computer programming, consultancy and related activities","62","division","2019",740
"62 : Computer programming, consultancy and related activities","62","division","2020",780
"62 : Computer programming, consultancy and related activities","62","division","2021",740
"62 : Computer programming, consultancy and related activities","62","division","2022",860
"62 : Computer programming, consultancy and related activities","62","division","2023",1000
"62 : Computer programming, consultancy and related activities","62","division","2024",975
"620 : Computer programming, consultancy and related activities","620","group","2019",740
"620 : Computer programming, consultancy and related activities","620","group","2020",780
"620 : Computer programming, consultancy and related activities","620","group","2021",740
"620 : Computer programming, consultancy and related activities","620","group","2022",860
"620 : Computer programming, consultancy and related activities","620","group","2023",1000
"620 : Computer programming, consultancy and related activities","620","group","2024",975
"63 : Information service activities","63","division","2019",65
"63 : Information service activities","63","division","2020",65
"63 : Information service activities","63","division","2021",70
"63 : Information service activities","63","division","2022",75
"63 : Information service activities","63","division","2023",100
"63 : Information service activities","63","division","2024",95
"631 : Data processing, hosting and related activities; web portals","631","group","2019",55
"631 : Data processing, hosting and related activities; web portals","631","group","2020",50
"631 : Data processing, hosting and related activities; web portals","631","group","2021",55
"631 : Data processing, hosting and related activities; web portals","631","group","2022",65
"631 : Data processing, hosting and related activities; web portals","631","group","2023",75
"631 : Data processing, hosting and related activities; web portals","631","group","2024",75
"639 : Other information service activities","639","group","2019",10
"639 : Other information service activities","639","group","2020",15
"639 : Other information service activities","639","group","2021",15
"639 : Other information service activities","639","group","2022",10
"639 : Other information service activities","639","group","2023",25
"639 : Other information service activities","639","group","2024",20
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2019",100
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2020",105
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2021",85
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2022",80
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2023",100
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2024",115
"641 : Monetary intermediation","641","group","2019",25
"641 : Monetary intermediation","641","group","2020",25
"641 : Monetary intermediation","641","group","2021",25
"641 : Monetary intermediation","641","group","2022",15
"641 : Monetary intermediation","641","group","2023",15
"641 : Monetary intermediation","641","group","2024",25
"643 : Trusts, funds and similar financial entities","643","group","2019",10
"643 : Trusts, funds and similar financial entities","643","group","2020",10
"643 : Trusts, funds and similar financial entities","643","group","2021",10
"643 : Trusts, funds and similar financial entities","643","group","2022",10
"643 : Trusts, funds and similar financial entities","643","group","2023",5
"643 : Trusts, funds and similar financial entities","643","group","2024",10
"649 : Other financial service activities, except insurance and pension funding","649","group","2019",65
"649 : Other financial service activities, except insurance and pension funding","649","group","2020",70
"649 : Other financial service activities, except insurance and pension funding","649","group","2021",50
"649 : Other financial service activities, except insurance and pension funding","649","group","2022",55
"649 : Other financial service activities, except insurance and pension funding","649","group","2023",80
"649 : Other financial service activities, except insurance and pension funding","649","group","2024",80
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2019",20
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2020",20
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2021",10
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2022",10
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2023",10
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2024",15
"651 : Insurance","651","group","2019",20
"651 : Insurance","651","group","2020",20
"651 : Insurance","651","group","2021",10
"651 : Insurance","651","group","2022",10
"651 : Insurance","651","group","2023",10
"651 : Insurance","651","group","2024",15
"652 : Reinsurance","652","group","2019",0
"652 : Reinsurance","652","group","2020",0
"652 : Reinsurance","652","group","2021",0
"652 : Reinsurance","652","group","2022",0
"652 : Reinsurance","652","group","2023",0
"652 : Reinsurance","652","group","2024",0
"653 : Pension funding","653","group","2019",0
"653 : Pension funding","653","group","2020",0
"653 : Pension funding","653","group","2021",0
"653 : Pension funding","653","group","2022",0
"653 : Pension funding","653","group","2023",0
"653 : Pension funding","653","group","2024",0
"66 : Activities auxiliary to financial services and insurance activities","66","division","2019",230
"66 : Activities auxiliary to financial services and insurance activities","66","division","2020",250
"66 : Activities auxiliary to financial services and insurance activities","66","division","2021",175
"66 : Activities auxiliary to financial services and insurance activities","66","division","2022",175
"66 : Activities auxiliary to financial services and insurance activities","66","division","2023",210
"66 : Activities auxiliary to financial services and insurance activities","66","division","2024",225
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2019",90
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2020",110
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2021",85
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2022",75
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2023",85
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2024",85
"662 : Activities auxiliary to insurance and pension funding","662","group","2019",100
"662 : Activities auxiliary to insurance and pension funding","662","group","2020",95
"662 : Activities auxiliary to insurance and pension funding","662","group","2021",55
"662 : Activities auxiliary to insurance and pension funding","662","group","2022",50
"662 : Activities auxiliary to insurance and pension funding","662","group","2023",70
"662 : Activities auxiliary to insurance and pension funding","662","group","2024",90
"663 : Fund management activities","663","group","2019",40
"663 : Fund management activities","663","group","2020",45
"663 : Fund management activities","663","group","2021",35
"663 : Fund management activities","663","group","2022",50
"663 : Fund management activities","663","group","2023",55
"663 : Fund management activities","663","group","2024",50
"68 : Real estate activities","68","division","2019",190
"68 : Real estate activities","68","division","2020",195
"68 : Real estate activities","68","division","2021",170
"68 : Real estate activities","68","division","2022",145
"68 : Real estate activities","68","division","2023",200
"68 : Real estate activities","68","division","2024",200
"681 : Buying and selling of own real estate","681","group","2019",0
"681 : Buying and selling of own real estate","681","group","2020",0
"681 : Buying and selling of own real estate","681","group","2021",5
"681 : Buying and selling of own real estate","681","group","2022",5
"681 : Buying and selling of own real estate","681","group","2023",5
"681 : Buying and selling of own real estate","681","group","2024",5
"682 : Renting and operating of own or leased real estate","682","group","2019",65
"682 : Renting and operating of own or leased real estate","682","group","2020",75
"682 : Renting and operating of own or leased real estate","682","group","2021",50
"682 : Renting and operating of own or leased real estate","682","group","2022",45
"682 : Renting and operating of own or leased real estate","682","group","2023",65
"682 : Renting and operating of own or leased real estate","682","group","2024",80
"683 : Real estate activities on a fee or contract basis","683","group","2019",125
"683 : Real estate activities on a fee or contract basis","683","group","2020",120
"683 : Real estate activities on a fee or contract basis","683","group","2021",115
"683 : Real estate activities on a fee or contract basis","683","group","2022",95
"683 : Real estate activities on a fee or contract basis","683","group","2023",130
"683 : Real estate activities on a fee or contract basis","683","group","2024",115
"69 : Legal and accounting activities","69","division","2019",260
"69 : Legal and accounting activities","69","division","2020",265
"69 : Legal and accounting activities","69","division","2021",220
"69 : Legal and accounting activities","69","division","2022",235
"69 : Legal and accounting activities","69","division","2023",265
"69 : Legal and accounting activities","69","division","2024",290
"691 : Legal activities","691","group","2019",150
"691 : Legal activities","691","group","2020",160
"691 : Legal activities","691","group","2021",125
"691 : Legal activities","691","group","2022",130
