"industry_raw","industry_code","industry_level","year","deaths_of_new_enterprises"
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2021",5950
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2022",7850
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2023",7295
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2024",6405
"451 : Sale of motor vehicles","451","group","2019",2425
"451 : Sale of motor vehicles","451","group","2020",1820
"451 : Sale of motor vehicles","451","group","2021",1745
"451 : Sale of motor vehicles","451","group","2022",2375
"451 : Sale of motor vehicles","451","group","2023",2400
"451 : Sale of motor vehicles","451","group","2024",2225
"452 : Maintenance and repair of motor vehicles","452","group","2019",4885
"452 : Maintenance and repair of motor vehicles","452","group","2020",3350
"452 : Maintenance and repair of motor vehicles","452","group","2021",3415
"452 : Maintenance and repair of motor vehicles","452","group","2022",4445
"452 : Maintenance and repair of motor vehicles","452","group","2023",3875
"452 : Maintenance and repair of motor vehicles","452","group","2024",3325
"453 : Sale of motor vehicle parts and accessories","453","group","2019",770
"453 : Sale of motor vehicle parts and accessories","453","group","2020",610
"453 : Sale of motor vehicle parts and accessories","453","group","2021",620
"453 : Sale of motor vehicle parts and accessories","453","group","2022",815
"453 : Sale of motor vehicle parts and accessories","453","group","2023",800
"453 : Sale of motor vehicle parts and accessories","453","group","2024",655
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2019",215
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2020",175
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2021",170
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2022",215
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2023",220
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2024",200
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2019",10000
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2020",8470
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2021",8935
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2022",13195
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2023",11740
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2024",9860
"461 : Wholesale on a fee or contract basis","461","group","2019",1635
"461 : Wholesale on a fee or contract basis","461","group","2020",1355
"461 : Wholesale on a fee or contract basis","461","group","2021",1555
"461 : Wholesale on a fee or contract basis","461","group","2022",2110
"461 : Wholesale on a fee or contract basis","461","group","2023",1795
"461 : Wholesale on a fee or contract basis","461","group","2024",1720
"462 : Wholesale of agricultural raw materials and live animals","462","group","2019",190
"462 : Wholesale of agricultural raw materials and live animals","462","group","2020",160
"462 : Wholesale of agricultural raw materials and live animals","462","group","2021",160
"462 : Wholesale of agricultural raw materials and live animals","462","group","2022",195
"462 : Wholesale of agricultural raw materials and live animals","462","group","2023",200
"462 : Wholesale of agricultural raw materials and live animals","462","group","2024",175
"463 : Wholesale of food, beverages and tobacco","463","group","2019",1780
"463 : Wholesale of food, beverages and tobacco","463","group","2020",1470
"463 : Wholesale of food, beverages and tobacco","463","group","2021",1675
"463 : Wholesale of food, beverages and tobacco","463","group","2022",2525
"463 : Wholesale of food, beverages and tobacco","463","group","2023",1895
"463 : Wholesale of food, beverages and tobacco","463","group","2024",1595
"464 : Wholesale of household goods","464","group","2019",2525
"464 : Wholesale of household goods","464","group","2020",2120
"464 : Wholesale of household goods","464","group","2021",2230
"464 : Wholesale of household goods","464","group","2022",2810
"464 : Wholesale of household goods","464","group","2023",2590
"464 : Wholesale of household goods","464","group","2024",2280
"465 : Wholesale of information and communication equipment","465","group","2019",465
"465 : Wholesale of information and communication equipment","465","group","2020",370
"465 : Wholesale of information and communication equipment","465","group","2021",355
"465 : Wholesale of information and communication equipment","465","group","2022",420
"465 : Wholesale of information and communication equipment","465","group","2023",415
"465 : Wholesale of information and communication equipment","465","group","2024",395
"466 : Wholesale of other machinery, equipment and supplies","466","group","2019",805
"466 : Wholesale of other machinery, equipment and supplies","466","group","2020",605
"466 : Wholesale of other machinery, equipment and supplies","466","group","2021",640
"466 : Wholesale of other machinery, equipment and supplies","466","group","2022",855
"466 : Wholesale of other machinery, equipment and supplies","466","group","2023",725
"466 : Wholesale of other machinery, equipment and supplies","466","group","2024",670
"467 : Other specialised wholesale","467","group","2019",1365
"467 : Other specialised wholesale","467","group","2020",1305
"467 : Other specialised wholesale","467","group","2021",965
"467 : Other specialised wholesale","467","group","2022",1215
"467 : Other specialised wholesale","467","group","2023",1305
"467 : Other specialised wholesale","467","group","2024",1045
"469 : Non-specialised wholesale trade","469","group","2019",1235
"469 : Non-specialised wholesale trade","469","group","2020",1085
"469 : Non-specialised wholesale trade","469","group","2021",1355
"469 : Non-specialised wholesale trade","469","group","2022",3065
"469 : Non-specialised wholesale trade","469","group","2023",2815
"469 : Non-specialised wholesale trade","469","group","2024",1980
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2019",26705
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2020",25485
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2021",25265
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2022",33170
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2023",29200
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2024",26100
"471 : Retail sale in non-specialised stores","471","group","2019",4730
"471 : Retail sale in non-specialised stores","471","group","2020",3675
"471 : Retail sale in non-specialised stores","471","group","2021",3525
"471 : Retail sale in non-specialised stores","471","group","2022",4515
"471 : Retail sale in non-specialised stores","471","group","2023",4535
"471 : Retail sale in non-specialised stores","471","group","2024",4170
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2019",2825
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2020",2155
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2021",1935
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2022",2820
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2023",2750
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2024",2330
"473 : Retail sale of automotive fuel in specialised stores","473","group","2019",245
"473 : Retail sale of automotive fuel in specialised stores","473","group","2020",160
"473 : Retail sale of automotive fuel in specialised stores","473","group","2021",145
"473 : Retail sale of automotive fuel in specialised stores","473","group","2022",145
"473 : Retail sale of automotive fuel in specialised stores","473","group","2023",155
"473 : Retail sale of automotive fuel in specialised stores","473","group","2024",125
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2019",540
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2020",455
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2021",415
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2022",710
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2023",720
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2024",575
"475 : Retail sale of other household equipment in specialised stores","475","group","2019",2485
"475 : Retail sale of other household equipment in specialised stores","475","group","2020",1830
"475 : Retail sale of other household equipment in specialised stores","475","group","2021",1630
"475 : Retail sale of other household equipment in specialised stores","475","group","2022",2635
"475 : Retail sale of other household equipment in specialised stores","475","group","2023",2455
"475 : Retail sale of other household equipment in specialised stores","475","group","2024",2110
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2019",1190
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2020",890
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2021",880
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2022",1390
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2023",1265
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2024",1095
"477 : Retail sale of other goods in specialised stores","477","group","2019",5615
"477 : Retail sale of other goods in specialised stores","477","group","2020",4620
"477 : Retail sale of other goods in specialised stores","477","group","2021",4170
"477 : Retail sale of other goods in specialised stores","477","group","2022",6155
"477 : Retail sale of other goods in specialised stores","477","group","2023",5420
"477 : Retail sale of other goods in specialised stores","477","group","2024",5155
"478 : Retail sale via stalls and markets","478","group","2019",365
"478 : Retail sale via stalls and markets","478","group","2020",325
"478 : Retail sale via stalls and markets","478","group","2021",355
"478 : Retail sale via stalls and markets","478","group","2022",560
"478 : Retail sale via stalls and markets","478","group","2023",520
"478 : Retail sale via stalls and markets","478","group","2024",420
"479 : Retail trade not in stores, stalls or markets","479","group","2019",8710
"479 : Retail trade not in stores, stalls or markets","479","group","2020",11375
"479 : Retail trade not in stores, stalls or markets","479","group","2021",12210
"479 : Retail trade not in stores, stalls or markets","479","group","2022",14240
"479 : Retail trade not in stores, stalls or markets","479","group","2023",11380
"479 : Retail trade not in stores, stalls or markets","479","group","2024",10120
"49 : Land transport and transport via pipelines","49","division","2019",9775
"49 : Land transport and transport via pipelines","49","division","2020",11385
"49 : Land transport and transport via pipelines","49","division","2021",20580
"49 : Land transport and transport via pipelines","49","division","2022",16930
"49 : Land transport and transport via pipelines","49","division","2023",16825
"49 : Land transport and transport via pipelines","49","division","2024",10785
"491 : Passenger rail transport, interurban","491","group","2019",5
"491 : Passenger rail transport, interurban","491","group","2020",0
"491 : Passenger rail transport, interurban","491","group","2021",0
"491 : Passenger rail transport, interurban","491","group","2022",0
"491 : Passenger rail transport, interurban","491","group","2023",0
"491 : Passenger rail transport, interurban","491","group","2024",0
"492 : Freight rail transport","492","group","2019",20
"492 : Freight rail transport","492","group","2020",25
"492 : Freight rail transport","492","group","2021",30
"492 : Freight rail transport","492","group","2022",35
"492 : Freight rail transport","492","group","2023",50
"492 : Freight rail transport","492","group","2024",35
"493 : Other passenger land transport","493","group","2019",1550
"493 : Other passenger land transport","493","group","2020",1420
"493 : Other passenger land transport","493","group","2021",1440
"493 : Other passenger land transport","493","group","2022",1660
"493 : Other passenger land transport","493","group","2023",1400
"493 : Other passenger land transport","493","group","2024",1340
"494 : Freight transport by road and removal services","494","group","2019",8200
"494 : Freight transport by road and removal services","494","group","2020",9940
"494 : Freight transport by road and removal services","494","group","2021",19110
"494 : Freight transport by road and removal services","494","group","2022",15235
"494 : Freight transport by road and removal services","494","group","2023",15375
"494 : Freight transport by road and removal services","494","group","2024",9410
"495 : Transport via pipeline","495","group","2019",0
"495 : Transport via pipeline","495","group","2020",0
"495 : Transport via pipeline","495","group","2021",0
"495 : Transport via pipeline","495","group","2022",0
"495 : Transport via pipeline","495","group","2023",0
"495 : Transport via pipeline","495","group","2024",0
"50 : Water transport","50","division","2019",130
"50 : Water transport","50","division","2020",100
"50 : Water transport","50","division","2021",115
"50 : Water transport","50","division","2022",130
"50 : Water transport","50","division","2023",115
"50 : Water transport","50","division","2024",110
"501 : Sea and coastal passenger water transport","501","group","2019",60
"501 : Sea and coastal passenger water transport","501","group","2020",45
"501 : Sea and coastal passenger water transport","501","group","2021",60
"501 : Sea and coastal passenger water transport","501","group","2022",70
"501 : Sea and coastal passenger water transport","501","group","2023",40
"501 : Sea and coastal passenger water transport","501","group","2024",45
"502 : Sea and coastal freight water transport","502","group","2019",50
"502 : Sea and coastal freight water transport","502","group","2020",50
"502 : Sea and coastal freight water transport","502","group","2021",40
"502 : Sea and coastal freight water transport","502","group","2022",40
"502 : Sea and coastal freight water transport","502","group","2023",60
"502 : Sea and coastal freight water transport","502","group","2024",50
"503 : Inland passenger water transport","503","group","2019",15
"503 : Inland passenger water transport","503","group","2020",5
"503 : Inland passenger water transport","503","group","2021",15
"503 : Inland passenger water transport","503","group","2022",15
"503 : Inland passenger water transport","503","group","2023",10
"503 : Inland passenger water transport","503","group","2024",10
"504 : Inland freight water transport","504","group","2019",5
"504 : Inland freight water transport","504","group","2020",0
"504 : Inland freight water transport","504","group","2021",0
"504 : Inland freight water transport","504","group","2022",5
"504 : Inland freight water transport","504","group","2023",5
"504 : Inland freight water transport","504","group","2024",5
"51 : Air transport","51","division","2019",190
"51 : Air transport","51","division","2020",65
"51 : Air transport","51","division","2021",135
"51 : Air transport","51","division","2022",295
"51 : Air transport","51","division","2023",120
"51 : Air transport","51","division","2024",125
"511 : Passenger air transport","511","group","2019",50
"511 : Passenger air transport","511","group","2020",55
"511 : Passenger air transport","511","group","2021",50
"511 : Passenger air transport","511","group","2022",55
"511 : Passenger air transport","511","group","2023",45
"511 : Passenger air transport","511","group","2024",40
"512 : Freight air transport and space transport","512","group","2019",140
"512 : Freight air transport and space transport","512","group","2020",10
"512 : Freight air transport and space transport","512","group","2021",85
"512 : Freight air transport and space transport","512","group","2022",240
"512 : Freight air transport and space transport","512","group","2023",75
"512 : Freight air transport and space transport","512","group","2024",85
"52 : Warehousing and support activities for transportation","52","division","2019",4605
"52 : Warehousing and support activities for transportation","52","division","2020",3535
"52 : Warehousing and support activities for transportation","52","division","2021",3035
"52 : Warehousing and support activities for transportation","52","division","2022",3690
"52 : Warehousing and support activities for transportation","52","division","2023",3365
"52 : Warehousing and support activities for transportation","52","division","2024",3035
"521 : Warehousing and storage","521","group","2019",2640
"521 : Warehousing and storage","521","group","2020",1715
"521 : Warehousing and storage","521","group","2021",920
"521 : Warehousing and storage","521","group","2022",1295
"521 : Warehousing and storage","521","group","2023",1220
"521 : Warehousing and storage","521","group","2024",1315
"522 : Support activities for transportation","522","group","2019",1965
"522 : Support activities for transportation","522","group","2020",1820
"522 : Support activities for transportation","522","group","2021",2115
"522 : Support activities for transportation","522","group","2022",2395
"522 : Support activities for transportation","522","group","2023",2145
"522 : Support activities for transportation","522","group","2024",1720
"53 : Postal and courier activities","53","division","2019",6440
"53 : Postal and courier activities","53","division","2020",9900
"53 : Postal and courier activities","53","division","2021",16345
"53 : Postal and courier activities","53","division","2022",21445
"53 : Postal and courier activities","53","division","2023",13020
"53 : Postal and courier activities","53","division","2024",8830
"531 : Postal activities under universal service obligation","531","group","2019",240
"531 : Postal activities under universal service obligation","531","group","2020",185
"531 : Postal activities under universal service obligation","531","group","2021",180
"531 : Postal activities under universal service obligation","531","group","2022",290
"531 : Postal activities under universal service obligation","531","group","2023",225
"531 : Postal activities under universal service obligation","531","group","2024",180
"532 : Other postal and courier activities","532","group","2019",6200
"532 : Other postal and courier activities","532","group","2020",9715
"532 : Other postal and courier activities","532","group","2021",16165
"532 : Other postal and courier activities","532","group","2022",21155
"532 : Other postal and courier activities","532","group","2023",12795
"532 : Other postal and courier activities","532","group","2024",8650
"55 : Accommodation","55","division","2019",1425
"55 : Accommodation","55","division","2020",1420
"55 : Accommodation","55","division","2021",1245
"55 : Accommodation","55","division","2022",1715
"55 : Accommodation","55","division","2023",1745
"55 : Accommodation","55","division","2024",1710
"551 : Hotels and similar accommodation","551","group","2019",810
"551 : Hotels and similar accommodation","551","group","2020",745
"551 : Hotels and similar accommodation","551","group","2021",635
"551 : Hotels and similar accommodation","551","group","2022",850
"551 : Hotels and similar accommodation","551","group","2023",830
"551 : Hotels and similar accommodation","551","group","2024",695
"552 : Holiday and other short-stay accommodation","552","group","2019",445
"552 : Holiday and other short-stay accommodation","552","group","2020",470
"552 : Holiday and other short-stay accommodation","552","group","2021",430
"552 : Holiday and other short-stay accommodation","552","group","2022",620
"552 : Holiday and other short-stay accommodation","552","group","2023",675
"552 : Holiday and other short-stay accommodation","552","group","2024",755
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2019",85
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2020",95
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2021",75
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2022",115
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2023",110
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2024",140
"559 : Other accommodation","559","group","2019",85
"559 : Other accommodation","559","group","2020",110
"559 : Other accommodation","559","group","2021",105
"559 : Other accommodation","559","group","2022",130
"559 : Other accommodation","559","group","2023",130
"559 : Other accommodation","559","group","2024",120
"56 : Food and beverage service activities","56","division","2019",23840
"56 : Food and beverage service activities","56","division","2020",19450
"56 : Food and beverage service activities","56","division","2021",19450
"56 : Food and beverage service activities","56","division","2022",24470
"56 : Food and beverage service activities","56","division","2023",27855
"56 : Food and beverage service activities","56","division","2024",24425
"561 : Restaurants and mobile food service activities","561","group","2019",17130
"561 : Restaurants and mobile food service activities","561","group","2020",13120
"561 : Restaurants and mobile food service activities","561","group","2021",11280
"561 : Restaurants and mobile food service activities","561","group","2022",16870
"561 : Restaurants and mobile food service activities","561","group","2023",18945
"561 : Restaurants and mobile food service activities","561","group","2024",17790
"562 : Event catering and other food service activities","562","group","2019",1935
"562 : Event catering and other food service activities","562","group","2020",2210
"562 : Event catering and other food service activities","562","group","2021",5105
"562 : Event catering and other food service activities","562","group","2022",3940
"562 : Event catering and other food service activities","562","group","2023",4470
"562 : Event catering and other food service activities","562","group","2024",2445
"563 : Beverage serving activities","563","group","2019",4775
"563 : Beverage serving activities","563","group","2020",4120
"563 : Beverage serving activities","563","group","2021",3065
"563 : Beverage serving activities","563","group","2022",3660
"563 : Beverage serving activities","563","group","2023",4440
"563 : Beverage serving activities","563","group","2024",4190
"58 : Publishing activities","58","division","2019",1305
"58 : Publishing activities","58","division","2020",1115
"58 : Publishing activities","58","division","2021",1215
"58 : Publishing activities","58","division","2022",1395
"58 : Publishing activities","58","division","2023",1265
"58 : Publishing activities","58","division","2024",1205
"581 : Publishing of books, periodicals and other publishing activities","581","group","2019",965
"581 : Publishing of books, periodicals and other publishing activities","581","group","2020",815
"581 : Publishing of books, periodicals and other publishing activities","581","group","2021",845
"581 : Publishing of books, periodicals and other publishing activities","581","group","2022",975
"581 : Publishing of books, periodicals and other publishing activities","581","group","2023",860
"581 : Publishing of books, periodicals and other publishing activities","581","group","2024",805
"582 : Software publishing","582","group","2019",340
"582 : Software publishing","582","group","2020",300
"582 : Software publishing","582","group","2021",370
"582 : Software publishing","582","group","2022",420
"582 : Software publishing","582","group","2023",405
"582 : Software publishing","582","group","2024",400
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2019",2650
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2020",2455
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2021",2520
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2022",2960
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2023",2705
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2024",2995
"591 : Motion picture, video and television programme activities","591","group","2019",2345
"591 : Motion picture, video and television programme activities","591","group","2020",2105
"591 : Motion picture, video and television programme activities","591","group","2021",2210
"591 : Motion picture, video and television programme activities","591","group","2022",2540
"591 : Motion picture, video and television programme activities","591","group","2023",2275
"591 : Motion picture, video and television programme activities","591","group","2024",2585
"592 : Sound recording and music publishing activities","592","group","2019",305
"592 : Sound recording and music publishing activities","592","group","2020",350
"592 : Sound recording and music publishing activities","592","group","2021",310
"592 : Sound recording and music publishing activities","592","group","2022",420
"592 : Sound recording and music publishing activities","592","group","2023",430
"592 : Sound recording and music publishing activities","592","group","2024",410
"60 : Programming and broadcasting activities","60","division","2019",195
"60 : Programming and broadcasting activities","60","division","2020",155
"60 : Programming and broadcasting activities","60","division","2021",195
"60 : Programming and broadcasting activities","60","division","2022",225
"60 : Programming and broadcasting activities","60","division","2023",185
"60 : Programming and broadcasting activities","60","division","2024",155
"601 : Radio broadcasting","601","group","2019",75
"601 : Radio broadcasting","601","group","2020",40
"601 : Radio broadcasting","601","group","2021",80
"601 : Radio broadcasting","601","group","2022",80
"601 : Radio broadcasting","601","group","2023",75
"601 : Radio broadcasting","601","group","2024",55
"602 : Television programming and broadcasting activities","602","group","2019",120
"602 : Television programming and broadcasting activities","602","group","2020",115
"602 : Television programming and broadcasting activities","602","group","2021",115
"602 : Television programming and broadcasting activities","602","group","2022",145
"602 : Television programming and broadcasting activities","602","group","2023",110
"602 : Television programming and broadcasting activities","602","group","2024",100
"61 : Telecommunications","61","division","2019",1020
"61 : Telecommunications","61","division","2020",1020
"61 : Telecommunications","61","division","2021",1080
"61 : Telecommunications","61","division","2022",1130
"61 : Telecommunications","61","division","2023",900
"61 : Telecommunications","61","division","2024",870
"611 : Wired telecommunications activities","611","group","2019",220
"611 : Wired telecommunications activities","611","group","2020",230
"611 : Wired telecommunications activities","611","group","2021",215
"611 : Wired telecommunications activities","611","group","2022",230
"611 : Wired telecommunications activities","611","group","2023",210
"611 : Wired telecommunications activities","611","group","2024",205
"612 : Wireless telecommunications activities","612","group","2019",210
"612 : Wireless telecommunications activities","612","group","2020",205
"612 : Wireless telecommunications activities","612","group","2021",225
"612 : Wireless telecommunications activities","612","group","2022",205
"612 : Wireless telecommunications activities","612","group","2023",170
"612 : Wireless telecommunications activities","612","group","2024",140
"613 : Satellite telecommunications activities","613","group","2019",15
"613 : Satellite telecommunications activities","613","group","2020",20
"613 : Satellite telecommunications activities","613","group","2021",15
"613 : Satellite telecommunications activities","613","group","2022",20
"613 : Satellite telecommunications activities","613","group","2023",15
"613 : Satellite telecommunications activities","613","group","2024",25
"619 : Other telecommunications activities","619","group","2019",575
"619 : Other telecommunications activities","619","group","2020",565
"619 : Other telecommunications activities","619","group","2021",625
"619 : Other telecommunications activities","619","group","2022",675
"619 : Other telecommunications activities","619","group","2023",505
"619 : Other telecommunications activities","619","group","2024",500
"62 : Computer programming, consultancy and related activities","62","division","2019",19300
"62 : Computer programming, consultancy and related activities","62","division","2020",26075
"62 : Computer programming, consultancy and related activities","62","division","2021",30075
"62 : Computer programming, consultancy and related activities","62","division","2022",22505
"62 : Computer programming, consultancy and related activities","62","division","2023",15460
"62 : Computer programming, consultancy and related activities","62","division","2024",14425
"620 : Computer programming, consultancy and related activities","620","group","2019",19300
"620 : Computer programming, consultancy and related activities","620","group","2020",26075
"620 : Computer programming, consultancy and related activities","620","group","2021",30075
"620 : Computer programming, consultancy and related activities","620","group","2022",22505
"620 : Computer programming, consultancy and related activities","620","group","2023",15460
"620 : Computer programming, consultancy and related activities","620","group","2024",14425
"63 : Information service activities","63","division","2019",1380
"63 : Information service activities","63","division","2020",1510
"63 : Information service activities","63","division","2021",1705
"63 : Information service activities","63","division","2022",1605
"63 : Information service activities","63","division","2023",1270
"63 : Information service activities","63","division","2024",1020
"631 : Data processing, hosting and related activities; web portals","631","group","2019",610
"631 : Data processing, hosting and related activities; web portals","631","group","2020",590
"631 : Data processing, hosting and related activities; web portals","631","group","2021",665
"631 : Data processing, hosting and related activities; web portals","631","group","2022",665
"631 : Data processing, hosting and related activities; web portals","631","group","2023",620
"631 : Data processing, hosting and related activities; web portals","631","group","2024",540
"639 : Other information service activities","639","group","2019",770
"639 : Other information service activities","639","group","2020",920
"639 : Other information service activities","639","group","2021",1040
"639 : Other information service activities","639","group","2022",940
"639 : Other information service activities","639","group","2023",650
"639 : Other information service activities","639","group","2024",480
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2019",885
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2020",1015
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2021",1045
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2022",910
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2023",895
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2024",815
"641 : Monetary intermediation","641","group","2019",40
"641 : Monetary intermediation","641","group","2020",15
"641 : Monetary intermediation","641","group","2021",20
"641 : Monetary intermediation","641","group","2022",20
"641 : Monetary intermediation","641","group","2023",20
"641 : Monetary intermediation","641","group","2024",20
"643 : Trusts, funds and similar financial entities","643","group","2019",85
"643 : Trusts, funds and similar financial entities","643","group","2020",85
"643 : Trusts, funds and similar financial entities","643","group","2021",80
"643 : Trusts, funds and similar financial entities","643","group","2022",90
"643 : Trusts, funds and similar financial entities","643","group","2023",110
"643 : Trusts, funds and similar financial entities","643","group","2024",120
"649 : Other financial service activities, except insurance and pension funding","649","group","2019",760
"649 : Other financial service activities, except insurance and pension funding","649","group","2020",915
"649 : Other financial service activities, except insurance and pension funding","649","group","2021",945
"649 : Other financial service activities, except insurance and pension funding","649","group","2022",800
"649 : Other financial service activities, except insurance and pension funding","649","group","2023",765
"649 : Other financial service activities, except insurance and pension funding","649","group","2024",675
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2019",180
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2020",185
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2021",170
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2022",185
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2023",160
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2024",145
"651 : Insurance","651","group","2019",80
"651 : Insurance","651","group","2020",80
"651 : Insurance","651","group","2021",80
"651 : Insurance","651","group","2022",105
"651 : Insurance","651","group","2023",85
"651 : Insurance","651","group","2024",70
"652 : Reinsurance","652","group","2019",0
"652 : Reinsurance","652","group","2020",0
"652 : Reinsurance","652","group","2021",0
"652 : Reinsurance","652","group","2022",0
"652 : Reinsurance","652","group","2023",0
"652 : Reinsurance","652","group","2024",0
"653 : Pension funding","653","group","2019",100
"653 : Pension funding","653","group","2020",105
"653 : Pension funding","653","group","2021",90
"653 : Pension funding","653","group","2022",80
"653 : Pension funding","653","group","2023",75
"653 : Pension funding","653","group","2024",75
"66 : Activities auxiliary to financial services and insurance activities","66","division","2019",2285
"66 : Activities auxiliary to financial services and insurance activities","66","division","2020",2650
"66 : Activities auxiliary to financial services and insurance activities","66","division","2021",2405
"66 : Activities auxiliary to financial services and insurance activities","66","division","2022",2320
"66 : Activities auxiliary to financial services and insurance activities","66","division","2023",1700
"66 : Activities auxiliary to financial services and insurance activities","66","division","2024",1615
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2019",1525
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2020",1835
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2021",1660
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2022",1555
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2023",1120
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2024",1000
"662 : Activities auxiliary to insurance and pension funding","662","group","2019",625
"662 : Activities auxiliary to insurance and pension funding","662","group","2020",675
"662 : Activities auxiliary to insurance and pension funding","662","group","2021",595
"662 : Activities auxiliary to insurance and pension funding","662","group","2022",600
"662 : Activities auxiliary to insurance and pension funding","662","group","2023",460
"662 : Activities auxiliary to insurance and pension funding","662","group","2024",480
"663 : Fund management activities","663","group","2019",135
"663 : Fund management activities","663","group","2020",140
"663 : Fund management activities","663","group","2021",150
"663 : Fund management activities","663","group","2022",165
"663 : Fund management activities","663","group","2023",120
"663 : Fund management activities","663","group","2024",135
"68 : Real estate activities","68","division","2019",7495
"68 : Real estate activities","68","division","2020",6585
"68 : Real estate activities","68","division","2021",6625
"68 : Real estate activities","68","division","2022",8305
"68 : Real estate activities","68","division","2023",8200
"68 : Real estate activities","68","division","2024",8110
"681 : Buying and selling of own real estate","681","group","2019",555
"681 : Buying and selling of own real estate","681","group","2020",660
"681 : Buying and selling of own real estate","681","group","2021",730
"681 : Buying and selling of own real estate","681","group","2022",935
"681 : Buying and selling of own real estate","681","group","2023",1150
"681 : Buying and selling of own real estate","681","group","2024",1155
"682 : Renting and operating of own or leased real estate","682","group","2019",3600
"682 : Renting and operating of own or leased real estate","682","group","2020",3255
"682 : Renting and operating of own or leased real estate","682","group","2021",3285
"682 : Renting and operating of own or leased real estate","682","group","2022",3540
"682 : Renting and operating of own or leased real estate","682","group","2023",3565
"682 : Renting and operating of own or leased real estate","682","group","2024",3690
