"industry_raw","industry_code","industry_level","year","births_of_new_enterprises"
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2022",7575
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2023",7705
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2024",8190
"451 : Sale of motor vehicles","451","group","2019",2395
"451 : Sale of motor vehicles","451","group","2020",2630
"451 : Sale of motor vehicles","451","group","2021",2895
"451 : Sale of motor vehicles","451","group","2022",2700
"451 : Sale of motor vehicles","451","group","2023",2700
"451 : Sale of motor vehicles","451","group","2024",2730
"452 : Maintenance and repair of motor vehicles","452","group","2019",4165
"452 : Maintenance and repair of motor vehicles","452","group","2020",3810
"452 : Maintenance and repair of motor vehicles","452","group","2021",4745
"452 : Maintenance and repair of motor vehicles","452","group","2022",3845
"452 : Maintenance and repair of motor vehicles","452","group","2023",4040
"452 : Maintenance and repair of motor vehicles","452","group","2024",4430
"453 : Sale of motor vehicle parts and accessories","453","group","2019",680
"453 : Sale of motor vehicle parts and accessories","453","group","2020",935
"453 : Sale of motor vehicle parts and accessories","453","group","2021",990
"453 : Sale of motor vehicle parts and accessories","453","group","2022",820
"453 : Sale of motor vehicle parts and accessories","453","group","2023",775
"453 : Sale of motor vehicle parts and accessories","453","group","2024",820
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2019",180
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2020",225
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2021",230
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2022",210
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2023",190
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2024",210
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2019",9390
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2020",13525
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2021",13480
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2022",10760
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2023",9620
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2024",9685
"461 : Wholesale on a fee or contract basis","461","group","2019",1725
"461 : Wholesale on a fee or contract basis","461","group","2020",2305
"461 : Wholesale on a fee or contract basis","461","group","2021",2090
"461 : Wholesale on a fee or contract basis","461","group","2022",1885
"461 : Wholesale on a fee or contract basis","461","group","2023",2000
"461 : Wholesale on a fee or contract basis","461","group","2024",1995
"462 : Wholesale of agricultural raw materials and live animals","462","group","2019",200
"462 : Wholesale of agricultural raw materials and live animals","462","group","2020",195
"462 : Wholesale of agricultural raw materials and live animals","462","group","2021",280
"462 : Wholesale of agricultural raw materials and live animals","462","group","2022",215
"462 : Wholesale of agricultural raw materials and live animals","462","group","2023",185
"462 : Wholesale of agricultural raw materials and live animals","462","group","2024",200
"463 : Wholesale of food, beverages and tobacco","463","group","2019",1880
"463 : Wholesale of food, beverages and tobacco","463","group","2020",2650
"463 : Wholesale of food, beverages and tobacco","463","group","2021",2395
"463 : Wholesale of food, beverages and tobacco","463","group","2022",1795
"463 : Wholesale of food, beverages and tobacco","463","group","2023",1750
"463 : Wholesale of food, beverages and tobacco","463","group","2024",1865
"464 : Wholesale of household goods","464","group","2019",2355
"464 : Wholesale of household goods","464","group","2020",3100
"464 : Wholesale of household goods","464","group","2021",3060
"464 : Wholesale of household goods","464","group","2022",2245
"464 : Wholesale of household goods","464","group","2023",2055
"464 : Wholesale of household goods","464","group","2024",2125
"465 : Wholesale of information and communication equipment","465","group","2019",385
"465 : Wholesale of information and communication equipment","465","group","2020",445
"465 : Wholesale of information and communication equipment","465","group","2021",445
"465 : Wholesale of information and communication equipment","465","group","2022",455
"465 : Wholesale of information and communication equipment","465","group","2023",415
"465 : Wholesale of information and communication equipment","465","group","2024",515
"466 : Wholesale of other machinery, equipment and supplies","466","group","2019",640
"466 : Wholesale of other machinery, equipment and supplies","466","group","2020",655
"466 : Wholesale of other machinery, equipment and supplies","466","group","2021",885
"466 : Wholesale of other machinery, equipment and supplies","466","group","2022",600
"466 : Wholesale of other machinery, equipment and supplies","466","group","2023",525
"466 : Wholesale of other machinery, equipment and supplies","466","group","2024",535
"467 : Other specialised wholesale","467","group","2019",1105
"467 : Other specialised wholesale","467","group","2020",1225
"467 : Other specialised wholesale","467","group","2021",1270
"467 : Other specialised wholesale","467","group","2022",1235
"467 : Other specialised wholesale","467","group","2023",985
"467 : Other specialised wholesale","467","group","2024",980
"469 : Non-specialised wholesale trade","469","group","2019",1100
"469 : Non-specialised wholesale trade","469","group","2020",2950
"469 : Non-specialised wholesale trade","469","group","2021",3055
"469 : Non-specialised wholesale trade","469","group","2022",2330
"469 : Non-specialised wholesale trade","469","group","2023",1705
"469 : Non-specialised wholesale trade","469","group","2024",1470
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2019",31935
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2020",34630
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2021",38870
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2022",29420
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2023",26725
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2024",27380
"471 : Retail sale in non-specialised stores","471","group","2019",4905
"471 : Retail sale in non-specialised stores","471","group","2020",5030
"471 : Retail sale in non-specialised stores","471","group","2021",5485
"471 : Retail sale in non-specialised stores","471","group","2022",4695
"471 : Retail sale in non-specialised stores","471","group","2023",5140
"471 : Retail sale in non-specialised stores","471","group","2024",5605
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2019",2460
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2020",2665
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2021",3105
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2022",2740
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2023",2530
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2024",2490
"473 : Retail sale of automotive fuel in specialised stores","473","group","2019",170
"473 : Retail sale of automotive fuel in specialised stores","473","group","2020",145
"473 : Retail sale of automotive fuel in specialised stores","473","group","2021",120
"473 : Retail sale of automotive fuel in specialised stores","473","group","2022",105
"473 : Retail sale of automotive fuel in specialised stores","473","group","2023",115
"473 : Retail sale of automotive fuel in specialised stores","473","group","2024",85
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2019",710
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2020",775
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2021",810
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2022",930
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2023",755
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2024",820
"475 : Retail sale of other household equipment in specialised stores","475","group","2019",1885
"475 : Retail sale of other household equipment in specialised stores","475","group","2020",2115
"475 : Retail sale of other household equipment in specialised stores","475","group","2021",3240
"475 : Retail sale of other household equipment in specialised stores","475","group","2022",1990
"475 : Retail sale of other household equipment in specialised stores","475","group","2023",1635
"475 : Retail sale of other household equipment in specialised stores","475","group","2024",1645
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2019",900
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2020",1290
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2021",1635
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2022",1210
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2023",1000
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2024",1065
"477 : Retail sale of other goods in specialised stores","477","group","2019",4595
"477 : Retail sale of other goods in specialised stores","477","group","2020",5130
"477 : Retail sale of other goods in specialised stores","477","group","2021",6565
"477 : Retail sale of other goods in specialised stores","477","group","2022",5700
"477 : Retail sale of other goods in specialised stores","477","group","2023",5240
"477 : Retail sale of other goods in specialised stores","477","group","2024",4825
"478 : Retail sale via stalls and markets","478","group","2019",465
"478 : Retail sale via stalls and markets","478","group","2020",695
"478 : Retail sale via stalls and markets","478","group","2021",715
"478 : Retail sale via stalls and markets","478","group","2022",620
"478 : Retail sale via stalls and markets","478","group","2023",570
"478 : Retail sale via stalls and markets","478","group","2024",615
"479 : Retail trade not in stores, stalls or markets","479","group","2019",15845
"479 : Retail trade not in stores, stalls or markets","479","group","2020",16785
"479 : Retail trade not in stores, stalls or markets","479","group","2021",17195
"479 : Retail trade not in stores, stalls or markets","479","group","2022",11430
"479 : Retail trade not in stores, stalls or markets","479","group","2023",9740
"479 : Retail trade not in stores, stalls or markets","479","group","2024",10230
"49 : Land transport and transport via pipelines","49","division","2019",18225
"49 : Land transport and transport via pipelines","49","division","2020",14840
"49 : Land transport and transport via pipelines","49","division","2021",20660
"49 : Land transport and transport via pipelines","49","division","2022",16670
"49 : Land transport and transport via pipelines","49","division","2023",11050
"49 : Land transport and transport via pipelines","49","division","2024",9965
"491 : Passenger rail transport, interurban","491","group","2019",0
"491 : Passenger rail transport, interurban","491","group","2020",0
"491 : Passenger rail transport, interurban","491","group","2021",0
"491 : Passenger rail transport, interurban","491","group","2022",0
"491 : Passenger rail transport, interurban","491","group","2023",0
"491 : Passenger rail transport, interurban","491","group","2024",0
"492 : Freight rail transport","492","group","2019",35
"492 : Freight rail transport","492","group","2020",30
"492 : Freight rail transport","492","group","2021",30
"492 : Freight rail transport","492","group","2022",60
"492 : Freight rail transport","492","group","2023",40
"492 : Freight rail transport","492","group","2024",35
"493 : Other passenger land transport","493","group","2019",1680
"493 : Other passenger land transport","493","group","2020",1405
"493 : Other passenger land transport","493","group","2021",1300
"493 : Other passenger land transport","493","group","2022",1625
"493 : Other passenger land transport","493","group","2023",2000
"493 : Other passenger land transport","493","group","2024",2160
"494 : Freight transport by road and removal services","494","group","2019",16510
"494 : Freight transport by road and removal services","494","group","2020",13405
"494 : Freight transport by road and removal services","494","group","2021",19330
"494 : Freight transport by road and removal services","494","group","2022",14985
"494 : Freight transport by road and removal services","494","group","2023",9010
"494 : Freight transport by road and removal services","494","group","2024",7770
"495 : Transport via pipeline","495","group","2019",0
"495 : Transport via pipeline","495","group","2020",0
"495 : Transport via pipeline","495","group","2021",0
"495 : Transport via pipeline","495","group","2022",0
"495 : Transport via pipeline","495","group","2023",0
"495 : Transport via pipeline","495","group","2024",0
"50 : Water transport","50","division","2019",115
"50 : Water transport","50","division","2020",125
"50 : Water transport","50","division","2021",115
"50 : Water transport","50","division","2022",115
"50 : Water transport","50","division","2023",140
"50 : Water transport","50","division","2024",150
"501 : Sea and coastal passenger water transport","501","group","2019",50
"501 : Sea and coastal passenger water transport","501","group","2020",55
"501 : Sea and coastal passenger water transport","501","group","2021",50
"501 : Sea and coastal passenger water transport","501","group","2022",30
"501 : Sea and coastal passenger water transport","501","group","2023",50
"501 : Sea and coastal passenger water transport","501","group","2024",50
"502 : Sea and coastal freight water transport","502","group","2019",50
"502 : Sea and coastal freight water transport","502","group","2020",60
"502 : Sea and coastal freight water transport","502","group","2021",45
"502 : Sea and coastal freight water transport","502","group","2022",65
"502 : Sea and coastal freight water transport","502","group","2023",75
"502 : Sea and coastal freight water transport","502","group","2024",85
"503 : Inland passenger water transport","503","group","2019",15
"503 : Inland passenger water transport","503","group","2020",10
"503 : Inland passenger water transport","503","group","2021",15
"503 : Inland passenger water transport","503","group","2022",15
"503 : Inland passenger water transport","503","group","2023",10
"503 : Inland passenger water transport","503","group","2024",10
"504 : Inland freight water transport","504","group","2019",0
"504 : Inland freight water transport","504","group","2020",0
"504 : Inland freight water transport","504","group","2021",5
"504 : Inland freight water transport","504","group","2022",5
"504 : Inland freight water transport","504","group","2023",5
"504 : Inland freight water transport","504","group","2024",5
"51 : Air transport","51","division","2019",60
"51 : Air transport","51","division","2020",60
"51 : Air transport","51","division","2021",255
"51 : Air transport","51","division","2022",85
"51 : Air transport","51","division","2023",110
"51 : Air transport","51","division","2024",85
"511 : Passenger air transport","511","group","2019",50
"511 : Passenger air transport","511","group","2020",40
"511 : Passenger air transport","511","group","2021",50
"511 : Passenger air transport","511","group","2022",55
"511 : Passenger air transport","511","group","2023",70
"511 : Passenger air transport","511","group","2024",55
"512 : Freight air transport and space transport","512","group","2019",10
"512 : Freight air transport and space transport","512","group","2020",20
"512 : Freight air transport and space transport","512","group","2021",205
"512 : Freight air transport and space transport","512","group","2022",30
"512 : Freight air transport and space transport","512","group","2023",40
"512 : Freight air transport and space transport","512","group","2024",30
"52 : Warehousing and support activities for transportation","52","division","2019",2960
"52 : Warehousing and support activities for transportation","52","division","2020",2430
"52 : Warehousing and support activities for transportation","52","division","2021",2900
"52 : Warehousing and support activities for transportation","52","division","2022",2430
"52 : Warehousing and support activities for transportation","52","division","2023",2205
"52 : Warehousing and support activities for transportation","52","division","2024",2445
"521 : Warehousing and storage","521","group","2019",645
"521 : Warehousing and storage","521","group","2020",415
"521 : Warehousing and storage","521","group","2021",525
"521 : Warehousing and storage","521","group","2022",475
"521 : Warehousing and storage","521","group","2023",510
"521 : Warehousing and storage","521","group","2024",685
"522 : Support activities for transportation","522","group","2019",2315
"522 : Support activities for transportation","522","group","2020",2015
"522 : Support activities for transportation","522","group","2021",2375
"522 : Support activities for transportation","522","group","2022",1955
"522 : Support activities for transportation","522","group","2023",1695
"522 : Support activities for transportation","522","group","2024",1760
"53 : Postal and courier activities","53","division","2019",11055
"53 : Postal and courier activities","53","division","2020",19910
"53 : Postal and courier activities","53","division","2021",22215
"53 : Postal and courier activities","53","division","2022",17160
"53 : Postal and courier activities","53","division","2023",8280
"53 : Postal and courier activities","53","division","2024",8865
"531 : Postal activities under universal service obligation","531","group","2019",170
"531 : Postal activities under universal service obligation","531","group","2020",200
"531 : Postal activities under universal service obligation","531","group","2021",280
"531 : Postal activities under universal service obligation","531","group","2022",135
"531 : Postal activities under universal service obligation","531","group","2023",115
"531 : Postal activities under universal service obligation","531","group","2024",135
"532 : Other postal and courier activities","532","group","2019",10885
"532 : Other postal and courier activities","532","group","2020",19710
"532 : Other postal and courier activities","532","group","2021",21935
"532 : Other postal and courier activities","532","group","2022",17025
"532 : Other postal and courier activities","532","group","2023",8165
"532 : Other postal and courier activities","532","group","2024",8730
"55 : Accommodation","55","division","2019",1860
"55 : Accommodation","55","division","2020",1695
"55 : Accommodation","55","division","2021",2340
"55 : Accommodation","55","division","2022",2395
"55 : Accommodation","55","division","2023",2440
"55 : Accommodation","55","division","2024",2135
"551 : Hotels and similar accommodation","551","group","2019",835
"551 : Hotels and similar accommodation","551","group","2020",680
"551 : Hotels and similar accommodation","551","group","2021",750
"551 : Hotels and similar accommodation","551","group","2022",785
"551 : Hotels and similar accommodation","551","group","2023",800
"551 : Hotels and similar accommodation","551","group","2024",790
"552 : Holiday and other short-stay accommodation","552","group","2019",630
"552 : Holiday and other short-stay accommodation","552","group","2020",660
"552 : Holiday and other short-stay accommodation","552","group","2021",1105
"552 : Holiday and other short-stay accommodation","552","group","2022",1210
"552 : Holiday and other short-stay accommodation","552","group","2023",1235
"552 : Holiday and other short-stay accommodation","552","group","2024",995
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2019",175
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2020",145
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2021",320
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2022",200
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2023",200
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2024",160
"559 : Other accommodation","559","group","2019",220
"559 : Other accommodation","559","group","2020",210
"559 : Other accommodation","559","group","2021",165
"559 : Other accommodation","559","group","2022",200
"559 : Other accommodation","559","group","2023",205
"559 : Other accommodation","559","group","2024",190
"56 : Food and beverage service activities","56","division","2019",26930
"56 : Food and beverage service activities","56","division","2020",23490
"56 : Food and beverage service activities","56","division","2021",28625
"56 : Food and beverage service activities","56","division","2022",26155
"56 : Food and beverage service activities","56","division","2023",26360
"56 : Food and beverage service activities","56","division","2024",28220
"561 : Restaurants and mobile food service activities","561","group","2019",18105
"561 : Restaurants and mobile food service activities","561","group","2020",15785
"561 : Restaurants and mobile food service activities","561","group","2021",18845
"561 : Restaurants and mobile food service activities","561","group","2022",17520
"561 : Restaurants and mobile food service activities","561","group","2023",19240
"561 : Restaurants and mobile food service activities","561","group","2024",21105
"562 : Event catering and other food service activities","562","group","2019",4030
"562 : Event catering and other food service activities","562","group","2020",4090
"562 : Event catering and other food service activities","562","group","2021",6440
"562 : Event catering and other food service activities","562","group","2022",5130
"562 : Event catering and other food service activities","562","group","2023",3030
"562 : Event catering and other food service activities","562","group","2024",2775
"563 : Beverage serving activities","563","group","2019",4795
"563 : Beverage serving activities","563","group","2020",3615
"563 : Beverage serving activities","563","group","2021",3340
"563 : Beverage serving activities","563","group","2022",3505
"563 : Beverage serving activities","563","group","2023",4090
"563 : Beverage serving activities","563","group","2024",4340
"58 : Publishing activities","58","division","2019",1480
"58 : Publishing activities","58","division","2020",1540
"58 : Publishing activities","58","division","2021",1555
"58 : Publishing activities","58","division","2022",1600
"58 : Publishing activities","58","division","2023",1585
"58 : Publishing activities","58","division","2024",1520
"581 : Publishing of books, periodicals and other publishing activities","581","group","2019",955
"581 : Publishing of books, periodicals and other publishing activities","581","group","2020",920
"581 : Publishing of books, periodicals and other publishing activities","581","group","2021",950
"581 : Publishing of books, periodicals and other publishing activities","581","group","2022",915
"581 : Publishing of books, periodicals and other publishing activities","581","group","2023",800
"581 : Publishing of books, periodicals and other publishing activities","581","group","2024",760
"582 : Software publishing","582","group","2019",525
"582 : Software publishing","582","group","2020",620
"582 : Software publishing","582","group","2021",605
"582 : Software publishing","582","group","2022",685
"582 : Software publishing","582","group","2023",785
"582 : Software publishing","582","group","2024",760
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2019",3825
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2020",3680
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2021",4205
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2022",4365
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2023",4560
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2024",4340
"591 : Motion picture, video and television programme activities","591","group","2019",3290
"591 : Motion picture, video and television programme activities","591","group","2020",3020
"591 : Motion picture, video and television programme activities","591","group","2021",3595
"591 : Motion picture, video and television programme activities","591","group","2022",3690
"591 : Motion picture, video and television programme activities","591","group","2023",3955
"591 : Motion picture, video and television programme activities","591","group","2024",3675
"592 : Sound recording and music publishing activities","592","group","2019",535
"592 : Sound recording and music publishing activities","592","group","2020",660
"592 : Sound recording and music publishing activities","592","group","2021",610
"592 : Sound recording and music publishing activities","592","group","2022",675
"592 : Sound recording and music publishing activities","592","group","2023",605
"592 : Sound recording and music publishing activities","592","group","2024",665
"60 : Programming and broadcasting activities","60","division","2019",180
"60 : Programming and broadcasting activities","60","division","2020",240
"60 : Programming and broadcasting activities","60","division","2021",265
"60 : Programming and broadcasting activities","60","division","2022",235
"60 : Programming and broadcasting activities","60","division","2023",245
"60 : Programming and broadcasting activities","60","division","2024",215
"601 : Radio broadcasting","601","group","2019",65
"601 : Radio broadcasting","601","group","2020",90
"601 : Radio broadcasting","601","group","2021",110
"601 : Radio broadcasting","601","group","2022",70
"601 : Radio broadcasting","601","group","2023",65
"601 : Radio broadcasting","601","group","2024",60
"602 : Television programming and broadcasting activities","602","group","2019",115
"602 : Television programming and broadcasting activities","602","group","2020",150
"602 : Television programming and broadcasting activities","602","group","2021",155
"602 : Television programming and broadcasting activities","602","group","2022",165
"602 : Television programming and broadcasting activities","602","group","2023",180
"602 : Television programming and broadcasting activities","602","group","2024",155
"61 : Telecommunications","61","division","2019",1090
"61 : Telecommunications","61","division","2020",945
"61 : Telecommunications","61","division","2021",930
"61 : Telecommunications","61","division","2022",870
"61 : Telecommunications","61","division","2023",985
"61 : Telecommunications","61","division","2024",855
"611 : Wired telecommunications activities","611","group","2019",300
"611 : Wired telecommunications activities","611","group","2020",235
"611 : Wired telecommunications activities","611","group","2021",230
"611 : Wired telecommunications activities","611","group","2022",260
"611 : Wired telecommunications activities","611","group","2023",305
"611 : Wired telecommunications activities","611","group","2024",235
"612 : Wireless telecommunications activities","612","group","2019",250
"612 : Wireless telecommunications activities","612","group","2020",220
"612 : Wireless telecommunications activities","612","group","2021",190
"612 : Wireless telecommunications activities","612","group","2022",155
"612 : Wireless telecommunications activities","612","group","2023",165
"612 : Wireless telecommunications activities","612","group","2024",150
"613 : Satellite telecommunications activities","613","group","2019",20
"613 : Satellite telecommunications activities","613","group","2020",20
"613 : Satellite telecommunications activities","613","group","2021",30
"613 : Satellite telecommunications activities","613","group","2022",25
"613 : Satellite telecommunications activities","613","group","2023",25
"613 : Satellite telecommunications activities","613","group","2024",25
"619 : Other telecommunications activities","619","group","2019",520
"619 : Other telecommunications activities","619","group","2020",470
"619 : Other telecommunications activities","619","group","2021",480
"619 : Other telecommunications activities","619","group","2022",430
"619 : Other telecommunications activities","619","group","2023",490
"619 : Other telecommunications activities","619","group","2024",445
"62 : Computer programming, consultancy and related activities","62","division","2019",21730
"62 : Computer programming, consultancy and related activities","62","division","2020",14505
"62 : Computer programming, consultancy and related activities","62","division","2021",13950
"62 : Computer programming, consultancy and related activities","62","division","2022",14125
"62 : Computer programming, consultancy and related activities","62","division","2023",13935
"62 : Computer programming, consultancy and related activities","62","division","2024",14540
"620 : Computer programming, consultancy and related activities","620","group","2019",21730
"620 : Computer programming, consultancy and related activities","620","group","2020",14505
"620 : Computer programming, consultancy and related activities","620","group","2021",13950
"620 : Computer programming, consultancy and related activities","620","group","2022",14125
"620 : Computer programming, consultancy and related activities","620","group","2023",13935
"620 : Computer programming, consultancy and related activities","620","group","2024",14540
"63 : Information service activities","63","division","2019",1775
"63 : Information service activities","63","division","2020",1545
"63 : Information service activities","63","division","2021",1445
"63 : Information service activities","63","division","2022",1260
"63 : Information service activities","63","division","2023",1070
"63 : Information service activities","63","division","2024",1105
"631 : Data processing, hosting and related activities; web portals","631","group","2019",725
"631 : Data processing, hosting and related activities; web portals","631","group","2020",780
"631 : Data processing, hosting and related activities; web portals","631","group","2021",790
"631 : Data processing, hosting and related activities; web portals","631","group","2022",695
"631 : Data processing, hosting and related activities; web portals","631","group","2023",645
"631 : Data processing, hosting and related activities; web portals","631","group","2024",765
"639 : Other information service activities","639","group","2019",1050
"639 : Other information service activities","639","group","2020",765
"639 : Other information service activities","639","group","2021",655
"639 : Other information service activities","639","group","2022",565
"639 : Other information service activities","639","group","2023",425
"639 : Other information service activities","639","group","2024",340
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2019",1865
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2020",1735
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2021",1260
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2022",1555
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2023",1370
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2024",1360
"641 : Monetary intermediation","641","group","2019",5
"641 : Monetary intermediation","641","group","2020",5
"641 : Monetary intermediation","641","group","2021",15
"641 : Monetary intermediation","641","group","2022",5
"641 : Monetary intermediation","641","group","2023",5
"641 : Monetary intermediation","641","group","2024",5
"643 : Trusts, funds and similar financial entities","643","group","2019",155
"643 : Trusts, funds and similar financial entities","643","group","2020",150
"643 : Trusts, funds and similar financial entities","643","group","2021",145
"643 : Trusts, funds and similar financial entities","643","group","2022",145
"643 : Trusts, funds and similar financial entities","643","group","2023",135
"643 : Trusts, funds and similar financial entities","643","group","2024",135
"649 : Other financial service activities, except insurance and pension funding","649","group","2019",1705
"649 : Other financial service activities, except insurance and pension funding","649","group","2020",1580
"649 : Other financial service activities, except insurance and pension funding","649","group","2021",1100
"649 : Other financial service activities, except insurance and pension funding","649","group","2022",1405
"649 : Other financial service activities, except insurance and pension funding","649","group","2023",1230
"649 : Other financial service activities, except insurance and pension funding","649","group","2024",1220
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2019",250
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2020",230
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2021",190
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2022",160
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2023",155
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2024",150
"651 : Insurance","651","group","2019",155
"651 : Insurance","651","group","2020",130
"651 : Insurance","651","group","2021",95
"651 : Insurance","651","group","2022",75
"651 : Insurance","651","group","2023",85
"651 : Insurance","651","group","2024",80
"652 : Reinsurance","652","group","2019",0
"652 : Reinsurance","652","group","2020",0
"652 : Reinsurance","652","group","2021",0
"652 : Reinsurance","652","group","2022",0
"652 : Reinsurance","652","group","2023",0
"652 : Reinsurance","652","group","2024",0
"653 : Pension funding","653","group","2019",95
"653 : Pension funding","653","group","2020",100
"653 : Pension funding","653","group","2021",95
"653 : Pension funding","653","group","2022",85
"653 : Pension funding","653","group","2023",70
"653 : Pension funding","653","group","2024",70
"66 : Activities auxiliary to financial services and insurance activities","66","division","2019",1805
"66 : Activities auxiliary to financial services and insurance activities","66","division","2020",1330
"66 : Activities auxiliary to financial services and insurance activities","66","division","2021",1875
"66 : Activities auxiliary to financial services and insurance activities","66","division","2022",1060
"66 : Activities auxiliary to financial services and insurance activities","66","division","2023",945
"66 : Activities auxiliary to financial services and insurance activities","66","division","2024",1015
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2019",995
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2020",685
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2021",1240
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2022",530
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2023",400
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2024",415
"662 : Activities auxiliary to insurance and pension funding","662","group","2019",595
"662 : Activities auxiliary to insurance and pension funding","662","group","2020",485
"662 : Activities auxiliary to insurance and pension funding","662","group","2021",410
"662 : Activities auxiliary to insurance and pension funding","662","group","2022",355
"662 : Activities auxiliary to insurance and pension funding","662","group","2023",390
"662 : Activities auxiliary to insurance and pension funding","662","group","2024",410
"663 : Fund management activities","663","group","2019",215
"663 : Fund management activities","663","group","2020",160
"663 : Fund management activities","663","group","2021",225
"663 : Fund management activities","663","group","2022",175
"663 : Fund management activities","663","group","2023",155
"663 : Fund management activities","663","group","2024",190
"68 : Real estate activities","68","division","2019",10465
"68 : Real estate activities","68","division","2020",10245
"68 : Real estate activities","68","division","2021",12355
"68 : Real estate activities","68","division","2022",11825
"68 : Real estate activities","68","division","2023",12790
"68 : Real estate activities","68","division","2024",13385
"681 : Buying and selling of own real estate","681","group","2019",1725
"681 : Buying and selling of own real estate","681","group","2020",1960
"681 : Buying and selling of own real estate","681","group","2021",1820
"681 : Buying and selling of own real estate","681","group","2022",2640
"681 : Buying and selling of own real estate","681","group","2023",2810
"681 : Buying and selling of own real estate","681","group","2024",3165
"682 : Renting and operating of own or leased real estate","682","group","2019",5430
"682 : Renting and operating of own or leased real estate","682","group","2020",4845
"682 : Renting and operating of own or leased real estate","682","group","2021",5120
"682 : Renting and operating of own or leased real estate","682","group","2022",5715
"682 : Renting and operating of own or leased real estate","682","group","2023",6430
"682 : Renting and operating of own or leased real estate","682","group","2024",6740
"683 : Real estate activities on a fee or contract basis","683","group","2019",3310
