"industry_raw","industry_code","industry_level","year","active_enterprises_10plus_employees"
"682 : Renting and operating of own or leased real estate","682","group","2022",2775
"682 : Renting and operating of own or leased real estate","682","group","2023",2710
"682 : Renting and operating of own or leased real estate","682","group","2024",2830
"683 : Real estate activities on a fee or contract basis","683","group","2019",3500
"683 : Real estate activities on a fee or contract basis","683","group","2020",3440
"683 : Real estate activities on a fee or contract basis","683","group","2021",3540
"683 : Real estate activities on a fee or contract basis","683","group","2022",3520
"683 : Real estate activities on a fee or contract basis","683","group","2023",3510
"683 : Real estate activities on a fee or contract basis","683","group","2024",3555
"69 : Legal and accounting activities","69","division","2019",7795
"69 : Legal and accounting activities","69","division","2020",7755
"69 : Legal and accounting activities","69","division","2021",7770
"69 : Legal and accounting activities","69","division","2022",7775
"69 : Legal and accounting activities","69","division","2023",7710
"69 : Legal and accounting activities","69","division","2024",7700
"691 : Legal activities","691","group","2019",4185
"691 : Legal activities","691","group","2020",4110
"691 : Legal activities","691","group","2021",4115
"691 : Legal activities","691","group","2022",4095
"691 : Legal activities","691","group","2023",4025
"691 : Legal activities","691","group","2024",4035
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2019",3610
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2020",3645
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2021",3655
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2022",3680
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2023",3685
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2024",3665
"70 : Activities of head offices; management consultancy activities","70","division","2019",6535
"70 : Activities of head offices; management consultancy activities","70","division","2020",6625
"70 : Activities of head offices; management consultancy activities","70","division","2021",7130
"70 : Activities of head offices; management consultancy activities","70","division","2022",7700
"70 : Activities of head offices; management consultancy activities","70","division","2023",7915
"70 : Activities of head offices; management consultancy activities","70","division","2024",8145
"701 : Activities of head offices","701","group","2019",1135
"701 : Activities of head offices","701","group","2020",1220
"701 : Activities of head offices","701","group","2021",1385
"701 : Activities of head offices","701","group","2022",1550
"701 : Activities of head offices","701","group","2023",1655
"701 : Activities of head offices","701","group","2024",1910
"702 : Management consultancy activities","702","group","2019",5400
"702 : Management consultancy activities","702","group","2020",5405
"702 : Management consultancy activities","702","group","2021",5745
"702 : Management consultancy activities","702","group","2022",6150
"702 : Management consultancy activities","702","group","2023",6260
"702 : Management consultancy activities","702","group","2024",6235
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2019",6165
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2020",6150
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2021",6235
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2022",6365
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2023",6465
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2024",6475
"711 : Architectural and engineering activities and related technical consultancy","711","group","2019",5590
"711 : Architectural and engineering activities and related technical consultancy","711","group","2020",5570
"711 : Architectural and engineering activities and related technical consultancy","711","group","2021",5635
"711 : Architectural and engineering activities and related technical consultancy","711","group","2022",5765
"711 : Architectural and engineering activities and related technical consultancy","711","group","2023",5855
"711 : Architectural and engineering activities and related technical consultancy","711","group","2024",5865
"712 : Technical testing and analysis","712","group","2019",575
"712 : Technical testing and analysis","712","group","2020",580
"712 : Technical testing and analysis","712","group","2021",600
"712 : Technical testing and analysis","712","group","2022",600
"712 : Technical testing and analysis","712","group","2023",610
"712 : Technical testing and analysis","712","group","2024",610
"72 : Scientific research and development","72","division","2019",1020
"72 : Scientific research and development","72","division","2020",1040
"72 : Scientific research and development","72","division","2021",1150
"72 : Scientific research and development","72","division","2022",1225
"72 : Scientific research and development","72","division","2023",1290
"72 : Scientific research and development","72","division","2024",1300
"721 : Research and experimental development on natural sciences and engineering","721","group","2019",955
"721 : Research and experimental development on natural sciences and engineering","721","group","2020",965
"721 : Research and experimental development on natural sciences and engineering","721","group","2021",1065
"721 : Research and experimental development on natural sciences and engineering","721","group","2022",1140
"721 : Research and experimental development on natural sciences and engineering","721","group","2023",1220
"721 : Research and experimental development on natural sciences and engineering","721","group","2024",1220
"722 : Research and experimental development on social sciences and humanities","722","group","2019",65
"722 : Research and experimental development on social sciences and humanities","722","group","2020",75
"722 : Research and experimental development on social sciences and humanities","722","group","2021",85
"722 : Research and experimental development on social sciences and humanities","722","group","2022",85
"722 : Research and experimental development on social sciences and humanities","722","group","2023",70
"722 : Research and experimental development on social sciences and humanities","722","group","2024",80
"73 : Advertising and market research","73","division","2019",2440
"73 : Advertising and market research","73","division","2020",2375
"73 : Advertising and market research","73","division","2021",2415
"73 : Advertising and market research","73","division","2022",2475
"73 : Advertising and market research","73","division","2023",2480
"73 : Advertising and market research","73","division","2024",2445
"731 : Advertising","731","group","2019",1930
"731 : Advertising","731","group","2020",1875
"731 : Advertising","731","group","2021",1920
"731 : Advertising","731","group","2022",1975
"731 : Advertising","731","group","2023",1975
"731 : Advertising","731","group","2024",1950
"732 : Market research and public opinion polling","732","group","2019",510
"732 : Market research and public opinion polling","732","group","2020",500
"732 : Market research and public opinion polling","732","group","2021",495
"732 : Market research and public opinion polling","732","group","2022",500
"732 : Market research and public opinion polling","732","group","2023",505
"732 : Market research and public opinion polling","732","group","2024",495
"74 : Other professional, scientific and technical activities","74","division","2019",3115
"74 : Other professional, scientific and technical activities","74","division","2020",3110
"74 : Other professional, scientific and technical activities","74","division","2021",3150
"74 : Other professional, scientific and technical activities","74","division","2022",3370
"74 : Other professional, scientific and technical activities","74","division","2023",3385
"74 : Other professional, scientific and technical activities","74","division","2024",3465
"741 : Specialised design activities","741","group","2019",1080
"741 : Specialised design activities","741","group","2020",1070
"741 : Specialised design activities","741","group","2021",1065
"741 : Specialised design activities","741","group","2022",1110
"741 : Specialised design activities","741","group","2023",1095
"741 : Specialised design activities","741","group","2024",1100
"742 : Photographic activities","742","group","2019",200
"742 : Photographic activities","742","group","2020",205
"742 : Photographic activities","742","group","2021",195
"742 : Photographic activities","742","group","2022",200
"742 : Photographic activities","742","group","2023",210
"742 : Photographic activities","742","group","2024",215
"743 : Translation and interpretation activities","743","group","2019",80
"743 : Translation and interpretation activities","743","group","2020",80
"743 : Translation and interpretation activities","743","group","2021",85
"743 : Translation and interpretation activities","743","group","2022",85
"743 : Translation and interpretation activities","743","group","2023",95
"743 : Translation and interpretation activities","743","group","2024",90
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2019",1755
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2020",1755
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2021",1805
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2022",1975
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2023",1985
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2024",2060
"75 : Veterinary activities","75","division","2019",1015
"75 : Veterinary activities","75","division","2020",965
"75 : Veterinary activities","75","division","2021",950
"75 : Veterinary activities","75","division","2022",895
"75 : Veterinary activities","75","division","2023",900
"75 : Veterinary activities","75","division","2024",950
"750 : Veterinary activities","750","group","2019",1015
"750 : Veterinary activities","750","group","2020",965
"750 : Veterinary activities","750","group","2021",950
"750 : Veterinary activities","750","group","2022",895
"750 : Veterinary activities","750","group","2023",900
"750 : Veterinary activities","750","group","2024",950
"77 : Rental and leasing activities","77","division","2019",2410
"77 : Rental and leasing activities","77","division","2020",2325
"77 : Rental and leasing activities","77","division","2021",2295
"77 : Rental and leasing activities","77","division","2022",2375
"77 : Rental and leasing activities","77","division","2023",2375
"77 : Rental and leasing activities","77","division","2024",2365
"771 : Renting and leasing of motor vehicles","771","group","2019",500
"771 : Renting and leasing of motor vehicles","771","group","2020",480
"771 : Renting and leasing of motor vehicles","771","group","2021",480
"771 : Renting and leasing of motor vehicles","771","group","2022",495
"771 : Renting and leasing of motor vehicles","771","group","2023",485
"771 : Renting and leasing of motor vehicles","771","group","2024",495
"772 : Renting and leasing of personal and household goods","772","group","2019",315
"772 : Renting and leasing of personal and household goods","772","group","2020",290
"772 : Renting and leasing of personal and household goods","772","group","2021",270
"772 : Renting and leasing of personal and household goods","772","group","2022",295
"772 : Renting and leasing of personal and household goods","772","group","2023",325
"772 : Renting and leasing of personal and household goods","772","group","2024",305
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2019",1545
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2020",1495
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2021",1475
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2022",1520
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2023",1495
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2024",1495
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2019",50
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2020",60
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2021",70
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2022",65
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2023",70
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2024",70
"78 : Employment activities","78","division","2019",6400
"78 : Employment activities","78","division","2020",6130
"78 : Employment activities","78","division","2021",6390
"78 : Employment activities","78","division","2022",6935
"78 : Employment activities","78","division","2023",6995
"78 : Employment activities","78","division","2024",6950
"781 : Activities of employment placement agencies","781","group","2019",2440
"781 : Activities of employment placement agencies","781","group","2020",2320
"781 : Activities of employment placement agencies","781","group","2021",2525
"781 : Activities of employment placement agencies","781","group","2022",2930
"781 : Activities of employment placement agencies","781","group","2023",2915
"781 : Activities of employment placement agencies","781","group","2024",2885
"782 : Temporary employment agency activities","782","group","2019",3705
"782 : Temporary employment agency activities","782","group","2020",3545
"782 : Temporary employment agency activities","782","group","2021",3600
"782 : Temporary employment agency activities","782","group","2022",3695
"782 : Temporary employment agency activities","782","group","2023",3790
"782 : Temporary employment agency activities","782","group","2024",3760
"783 : Other human resources provision","783","group","2019",255
"783 : Other human resources provision","783","group","2020",265
"783 : Other human resources provision","783","group","2021",265
"783 : Other human resources provision","783","group","2022",310
"783 : Other human resources provision","783","group","2023",290
"783 : Other human resources provision","783","group","2024",305
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2019",1050
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2020",995
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2021",910
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2022",885
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2023",890
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2024",930
"791 : Travel agency and tour operator activities","791","group","2019",890
"791 : Travel agency and tour operator activities","791","group","2020",845
"791 : Travel agency and tour operator activities","791","group","2021",755
"791 : Travel agency and tour operator activities","791","group","2022",725
"791 : Travel agency and tour operator activities","791","group","2023",735
"791 : Travel agency and tour operator activities","791","group","2024",775
"799 : Other reservation service and related activities","799","group","2019",160
"799 : Other reservation service and related activities","799","group","2020",150
"799 : Other reservation service and related activities","799","group","2021",155
"799 : Other reservation service and related activities","799","group","2022",160
"799 : Other reservation service and related activities","799","group","2023",155
"799 : Other reservation service and related activities","799","group","2024",155
"80 : Security and investigation activities","80","division","2019",1580
"80 : Security and investigation activities","80","division","2020",1600
"80 : Security and investigation activities","80","division","2021",1640
"80 : Security and investigation activities","80","division","2022",1675
"80 : Security and investigation activities","80","division","2023",1735
"80 : Security and investigation activities","80","division","2024",1790
"801 : Private security activities","801","group","2019",1290
"801 : Private security activities","801","group","2020",1280
"801 : Private security activities","801","group","2021",1315
"801 : Private security activities","801","group","2022",1345
"801 : Private security activities","801","group","2023",1380
"801 : Private security activities","801","group","2024",1410
"802 : Security systems service activities","802","group","2019",240
"802 : Security systems service activities","802","group","2020",275
"802 : Security systems service activities","802","group","2021",285
"802 : Security systems service activities","802","group","2022",295
"802 : Security systems service activities","802","group","2023",315
"802 : Security systems service activities","802","group","2024",335
"803 : Investigation activities","803","group","2019",50
"803 : Investigation activities","803","group","2020",45
"803 : Investigation activities","803","group","2021",40
"803 : Investigation activities","803","group","2022",35
"803 : Investigation activities","803","group","2023",40
"803 : Investigation activities","803","group","2024",45
"81 : Services to buildings and landscape activities","81","division","2019",5730
"81 : Services to buildings and landscape activities","81","division","2020",5705
"81 : Services to buildings and landscape activities","81","division","2021",5985
"81 : Services to buildings and landscape activities","81","division","2022",6250
"81 : Services to buildings and landscape activities","81","division","2023",6350
"81 : Services to buildings and landscape activities","81","division","2024",6300
"811 : Combined facilities support activities","811","group","2019",500
"811 : Combined facilities support activities","811","group","2020",505
"811 : Combined facilities support activities","811","group","2021",520
"811 : Combined facilities support activities","811","group","2022",550
"811 : Combined facilities support activities","811","group","2023",570
"811 : Combined facilities support activities","811","group","2024",590
"812 : Cleaning activities","812","group","2019",4260
"812 : Cleaning activities","812","group","2020",4205
"812 : Cleaning activities","812","group","2021",4395
"812 : Cleaning activities","812","group","2022",4545
"812 : Cleaning activities","812","group","2023",4625
"812 : Cleaning activities","812","group","2024",4560
"813 : Landscape service activities","813","group","2019",970
"813 : Landscape service activities","813","group","2020",995
"813 : Landscape service activities","813","group","2021",1070
"813 : Landscape service activities","813","group","2022",1155
"813 : Landscape service activities","813","group","2023",1155
"813 : Landscape service activities","813","group","2024",1150
"82 : Office administrative, office support and other business support activities","82","division","2019",6975
"82 : Office administrative, office support and other business support activities","82","division","2020",6640
"82 : Office administrative, office support and other business support activities","82","division","2021",6690
"82 : Office administrative, office support and other business support activities","82","division","2022",7180
"82 : Office administrative, office support and other business support activities","82","division","2023",7265
"82 : Office administrative, office support and other business support activities","82","division","2024",7175
"821 : Office administrative and support activities","821","group","2019",620
"821 : Office administrative and support activities","821","group","2020",575
"821 : Office administrative and support activities","821","group","2021",800
"821 : Office administrative and support activities","821","group","2022",855
"821 : Office administrative and support activities","821","group","2023",700
"821 : Office administrative and support activities","821","group","2024",525
"822 : Activities of call centres","822","group","2019",260
"822 : Activities of call centres","822","group","2020",235
"822 : Activities of call centres","822","group","2021",235
"822 : Activities of call centres","822","group","2022",225
"822 : Activities of call centres","822","group","2023",210
"822 : Activities of call centres","822","group","2024",190
"823 : Organisation of conventions and trade shows","823","group","2019",500
"823 : Organisation of conventions and trade shows","823","group","2020",480
"823 : Organisation of conventions and trade shows","823","group","2021",420
"823 : Organisation of conventions and trade shows","823","group","2022",445
"823 : Organisation of conventions and trade shows","823","group","2023",495
"823 : Organisation of conventions and trade shows","823","group","2024",505
"829 : Business support service activities n.e.c.","829","group","2019",5595
"829 : Business support service activities n.e.c.","829","group","2020",5350
"829 : Business support service activities n.e.c.","829","group","2021",5235
"829 : Business support service activities n.e.c.","829","group","2022",5655
"829 : Business support service activities n.e.c.","829","group","2023",5860
"829 : Business support service activities n.e.c.","829","group","2024",5955
"85 : Education","85","division","2019",8220
"85 : Education","85","division","2020",8125
"85 : Education","85","division","2021",8135
"85 : Education","85","division","2022",8365
"85 : Education","85","division","2023",8190
"85 : Education","85","division","2024",8350
"851 : Pre-primary education","851","group","2019",1710
"851 : Pre-primary education","851","group","2020",1690
"851 : Pre-primary education","851","group","2021",1710
"851 : Pre-primary education","851","group","2022",1725
"851 : Pre-primary education","851","group","2023",1745
"851 : Pre-primary education","851","group","2024",1745
"852 : Primary education","852","group","2019",1325
"852 : Primary education","852","group","2020",1290
"852 : Primary education","852","group","2021",1235
"852 : Primary education","852","group","2022",1225
"852 : Primary education","852","group","2023",1220
"852 : Primary education","852","group","2024",1205
"853 : Secondary education","853","group","2019",1215
"853 : Secondary education","853","group","2020",1200
"853 : Secondary education","853","group","2021",1190
"853 : Secondary education","853","group","2022",1185
"853 : Secondary education","853","group","2023",975
"853 : Secondary education","853","group","2024",985
"854 : Higher education","854","group","2019",610
"854 : Higher education","854","group","2020",605
"854 : Higher education","854","group","2021",580
"854 : Higher education","854","group","2022",565
"854 : Higher education","854","group","2023",535
"854 : Higher education","854","group","2024",550
"855 : Other education","855","group","2019",2970
"855 : Other education","855","group","2020",2940
"855 : Other education","855","group","2021",2960
"855 : Other education","855","group","2022",3135
"855 : Other education","855","group","2023",3140
"855 : Other education","855","group","2024",3250
"856 : Educational support activities","856","group","2019",390
"856 : Educational support activities","856","group","2020",400
"856 : Educational support activities","856","group","2021",460
"856 : Educational support activities","856","group","2022",530
"856 : Educational support activities","856","group","2023",575
"856 : Educational support activities","856","group","2024",615
"86 : Human health activities","86","division","2019",11225
"86 : Human health activities","86","division","2020",11060
"86 : Human health activities","86","division","2021",11215
"86 : Human health activities","86","division","2022",11435
"86 : Human health activities","86","division","2023",11580
"86 : Human health activities","86","division","2024",11870
"861 : Hospital activities","861","group","2019",610
"861 : Hospital activities","861","group","2020",605
"861 : Hospital activities","861","group","2021",585
"861 : Hospital activities","861","group","2022",605
"861 : Hospital activities","861","group","2023",585
"861 : Hospital activities","861","group","2024",605
"862 : Medical and dental practice activities","862","group","2019",8875
"862 : Medical and dental practice activities","862","group","2020",8690
"862 : Medical and dental practice activities","862","group","2021",8705
"862 : Medical and dental practice activities","862","group","2022",8785
"862 : Medical and dental practice activities","862","group","2023",8785
"862 : Medical and dental practice activities","862","group","2024",8890
"869 : Other human health activities","869","group","2019",1740
"869 : Other human health activities","869","group","2020",1765
"869 : Other human health activities","869","group","2021",1925
"869 : Other human health activities","869","group","2022",2045
"869 : Other human health activities","869","group","2023",2210
"869 : Other human health activities","869","group","2024",2375
"87 : Residential care activities","87","division","2019",7200
"87 : Residential care activities","87","division","2020",7170
"87 : Residential care activities","87","division","2021",7220
"87 : Residential care activities","87","division","2022",7375
"87 : Residential care activities","87","division","2023",7550
"87 : Residential care activities","87","division","2024",7735
"871 : Residential nursing care activities","871","group","2019",1500
"871 : Residential nursing care activities","871","group","2020",1460
"871 : Residential nursing care activities","871","group","2021",1490
"871 : Residential nursing care activities","871","group","2022",1520
"871 : Residential nursing care activities","871","group","2023",1540
"871 : Residential nursing care activities","871","group","2024",1590
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2019",425
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2020",450
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2021",445
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2022",495
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2023",525
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2024",540
"873 : Residential care activities for the elderly and disabled","873","group","2019",2610
"873 : Residential care activities for the elderly and disabled","873","group","2020",2570
"873 : Residential care activities for the elderly and disabled","873","group","2021",2520
"873 : Residential care activities for the elderly and disabled","873","group","2022",2505
"873 : Residential care activities for the elderly and disabled","873","group","2023",2510
"873 : Residential care activities for the elderly and disabled","873","group","2024",2540
"879 : Other residential care activities","879","group","2019",2665
"879 : Other residential care activities","879","group","2020",2690
"879 : Other residential care activities","879","group","2021",2765
"879 : Other residential care activities","879","group","2022",2855
"879 : Other residential care activities","879","group","2023",2975
"879 : Other residential care activities","879","group","2024",3065
"88 : Social work activities without accommodation","88","division","2019",12900
"88 : Social work activities without accommodation","88","division","2020",12935
"88 : Social work activities without accommodation","88","division","2021",12975
"88 : Social work activities without accommodation","88","division","2022",13190
"88 : Social work activities without accommodation","88","division","2023",13450
"88 : Social work activities without accommodation","88","division","2024",13495
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2019",3160
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2020",3275
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2021",3385
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2022",3475
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2023",3620
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2024",3645
"889 : Other social work activities without accommodation","889","group","2019",9740
"889 : Other social work activities without accommodation","889","group","2020",9660
"889 : Other social work activities without accommodation","889","group","2021",9590
"889 : Other social work activities without accommodation","889","group","2022",9715
"889 : Other social work activities without accommodation","889","group","2023",9830
"889 : Other social work activities without accommodation","889","group","2024",9850
"90 : Creative, arts and entertainment activities","90","division","2019",1220
"90 : Creative, arts and entertainment activities","90","division","2020",1150
"90 : Creative, arts and entertainment activities","90","division","2021",1070
"90 : Creative, arts and entertainment activities","90","division","2022",1175
"90 : Creative, arts and entertainment activities","90","division","2023",1295
"90 : Creative, arts and entertainment activities","90","division","2024",1345
"900 : Creative, arts and entertainment activities","900","group","2019",1220
"900 : Creative, arts and entertainment activities","900","group","2020",1150
"900 : Creative, arts and entertainment activities","900","group","2021",1070
"900 : Creative, arts and entertainment activities","900","group","2022",1175
"900 : Creative, arts and entertainment activities","900","group","2023",1295
"900 : Creative, arts and entertainment activities","900","group","2024",1345
"91 : Libraries, archives, museums and other cultural activities","91","division","2019",610
"91 : Libraries, archives, museums and other cultural activities","91","division","2020",605
"91 : Libraries, archives, museums and other cultural activities","91","division","2021",600
"91 : Libraries, archives, museums and other cultural activities","91","division","2022",635
"91 : Libraries, archives, museums and other cultural activities","91","division","2023",655
"91 : Libraries, archives, museums and other cultural activities","91","division","2024",660
"910 : Libraries, archives, museums and other cultural activities","910","group","2019",610
"910 : Libraries, archives, museums and other cultural activities","910","group","2020",605
"910 : Libraries, archives, museums and other cultural activities","910","group","2021",600
"910 : Libraries, archives, museums and other cultural activities","910","group","2022",635
"910 : Libraries, archives, museums and other cultural activities","910","group","2023",655
"910 : Libraries, archives, museums and other cultural activities","910","group","2024",660
"92 : Gambling and betting activities","92","division","2019",355
"92 : Gambling and betting activities","92","division","2020",335
"92 : Gambling and betting activities","92","division","2021",330
"92 : Gambling and betting activities","92","division","2022",325
"92 : Gambling and betting activities","92","division","2023",320
"92 : Gambling and betting activities","92","division","2024",300
"920 : Gambling and betting activities","920","group","2019",355
"920 : Gambling and betting activities","920","group","2020",335
"920 : Gambling and betting activities","920","group","2021",330
"920 : Gambling and betting activities","920","group","2022",325
"920 : Gambling and betting activities","920","group","2023",320
"920 : Gambling and betting activities","920","group","2024",300
"93 : Sports activities and amusement and recreation activities","93","division","2019",6645
"93 : Sports activities and amusement and recreation activities","93","division","2020",6405
"93 : Sports activities and amusement and recreation activities","93","division","2021",6290
"93 : Sports activities and amusement and recreation activities","93","division","2022",6680
"93 : Sports activities and amusement and recreation activities","93","division","2023",6810
"93 : Sports activities and amusement and recreation activities","93","division","2024",6935
"931 : Sports activities","931","group","2019",5195
"931 : Sports activities","931","group","2020",5020
"931 : Sports activities","931","group","2021",4955
"931 : Sports activities","931","group","2022",5165
"931 : Sports activities","931","group","2023",5285
"931 : Sports activities","931","group","2024",5370
"932 : Amusement and recreation activities","932","group","2019",1450
"932 : Amusement and recreation activities","932","group","2020",1385
"932 : Amusement and recreation activities","932","group","2021",1335
"932 : Amusement and recreation activities","932","group","2022",1515
"932 : Amusement and recreation activities","932","group","2023",1525
"932 : Amusement and recreation activities","932","group","2024",1565
"94 : Activities of membership organisations","94","division","2019",3155
"94 : Activities of membership organisations","94","division","2020",3145
"94 : Activities of membership organisations","94","division","2021",3080
"94 : Activities of membership organisations","94","division","2022",3125
"94 : Activities of membership organisations","94","division","2023",3135
"94 : Activities of membership organisations","94","division","2024",3185
"941 : Activities of business, employers and professional membership organisations","941","group","2019",650
"941 : Activities of business, employers and professional membership organisations","941","group","2020",640
"941 : Activities of business, employers and professional membership organisations","941","group","2021",625
"941 : Activities of business, employers and professional membership organisations","941","group","2022",630
"941 : Activities of business, employers and professional membership organisations","941","group","2023",640
"941 : Activities of business, employers and professional membership organisations","941","group","2024",645
"942 : Activities of trade unions","942","group","2019",60
"942 : Activities of trade unions","942","group","2020",60
"942 : Activities of trade unions","942","group","2021",60
"942 : Activities of trade unions","942","group","2022",60
"942 : Activities of trade unions","942","group","2023",65
"942 : Activities of trade unions","942","group","2024",60
"949 : Activities of other membership organisations","949","group","2019",2445
"949 : Activities of other membership organisations","949","group","2020",2445
"949 : Activities of other membership organisations","949","group","2021",2395
"949 : Activities of other membership organisations","949","group","2022",2435
"949 : Activities of other membership organisations","949","group","2023",2430
"949 : Activities of other membership organisations","949","group","2024",2480
"95 : Repair of computers and personal and household goods","95","division","2019",535
"95 : Repair of computers and personal and household goods","95","division","2020",525
"95 : Repair of computers and personal and household goods","95","division","2021",515
"95 : Repair of computers and personal and household goods","95","division","2022",520
"95 : Repair of computers and personal and household goods","95","division","2023",525
"95 : Repair of computers and personal and household goods","95","division","2024",515
"951 : Repair of computers and communication equipment","951","group","2019",270
"951 : Repair of computers and communication equipment","951","group","2020",265
"951 : Repair of computers and communication equipment","951","group","2021",265
"951 : Repair of computers and communication equipment","951","group","2022",260
"951 : Repair of computers and communication equipment","951","group","2023",270
"951 : Repair of computers and communication equipment","951","group","2024",265
"952 : Repair of personal and household goods","952","group","2019",265
"952 : Repair of personal and household goods","952","group","2020",260
"952 : Repair of personal and household goods","952","group","2021",250
"952 : Repair of personal and household goods","952","group","2022",260
"952 : Repair of personal and household goods","952","group","2023",255
"952 : Repair of personal and household goods","952","group","2024",250
"96 : Other personal service activities","96","division","2019",5470
"96 : Other personal service activities","96","division","2020",5180
"96 : Other personal service activities","96","division","2021",4985
"96 : Other personal service activities","96","division","2022",5090
"96 : Other personal service activities","96","division","2023",5080
"96 : Other personal service activities","96","division","2024",5085
"960 : Other personal service activities","960","group","2019",5470
"960 : Other personal service activities","960","group","2020",5180
"960 : Other personal service activities","960","group","2021",4985
"960 : Other personal service activities","960","group","2022",5090
"960 : Other personal service activities","960","group","2023",5080
"960 : Other personal service activities","960","group","2024",5085
"Total",NA,NA,"2019",281175
"Total",NA,NA,"2020",276550
"Total",NA,NA,"2021",281975
"Total",NA,NA,"2022",291115
"Total",NA,NA,"2023",291490
"Total",NA,NA,"2024",292125
